Index,mz,rt,TIC,charge,mgf_index,rule_points,status,status_universal,adduct_count,Adnotation,ion_mode,feature_id,cluster_id,ldb_ion_name,ldb_ion_mass,ldb_ion_rt,ldb_ion_adduct,ldb_ion_formula,ldb_ion_smiles,ldb_ion_inchi,ldb_ion_inchikey,ldb_ion_class,ldb_ion_instrument,ldb_ion_cos,ldb_ion_matches,ldb_ion_error_mDa,adduct,colotus_name,colotus_mass,colotus_error_mDa,colotus_smiles,colotus_inchi,colotus_inchikey,011_Bourgeanic_acid
989,817.2598,440.227,486400.0,1,427.0,0,pos_singleton,singleton,0,,POS,654.0,-1,,,,,,,,,,,,,,,,,,,,,543296.7587
995,654.3324,356.409,10624000.0,1,433.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,663.0,20,,,,,,,,,,,,,,,,,,,,,1100243.528
1001,190.9876,18.386,314300.0,1,439.0,0,pos_adduct,adduct,0,[M+H+CH3OH]+,POS,671.0,32,,,,,,,,,,,,,,,,,,,,,1810651.229
1006,220.9346,16.437,757500.0,1,444.0,0,pos_singleton,singleton,0,,POS,679.0,-1,,,,,,,,,,,,,,,,,,,,,1594028.329
1014,281.0515,474.779,60200.0,1,452.0,0,pos_singleton,singleton,0,,POS,691.0,-1,,,,,,,,,,,,,,,,,,,,,1443631.177
1022,371.101,399.79,861800.0,1,460.0,0,pos_fragment,fragment,0,,POS,701.0,6,,,,,,,,,,,,,,,,,,,,,645840.8062
1032,221.0845,475.219,39100.0,1,470.0,0,pos_singleton,singleton,0,,POS,713.0,-1,,,,,,,,,,,,,,,,,,,,,1038922.591
1035,716.2291,449.238,12661000.0,1,473.0,0,pos_cossingleton,cossingleton,0,,POS,718.0,13,,,,,,,,,,,,,,,,,,,,,1389117.499
1041,642.2133,432.581,1108600.0,1,479.0,0,pos_cossingleton,cossingleton,0,,POS,726.0,73,,,,,,,,,,,,,,,,,,,,,1682307.2869999998
1045,223.0627,369.957,209100.0,1,483.0,0,pos_fragment,fragment,0,,POS,730.0,8,,,,,,,,,,,,,,,,,,,,,360697.5789
1056,557.0959,457.071,138600.0,1,494.0,0,pos_adduct,adduct,0,[M+K]+,POS,741.0,13,,,,,,,,,,,,,,,,,,,,,1263482.127
1068,705.1315,498.902,191000.0,1,506.0,0,pos_cossingleton,cossingleton,0,,POS,757.0,23,,,,,,,,,,,,,,,,,,,,,2304744.338
1081,430.3893,369.027,174900.0,1,519.0,0,pos_cossingleton,cossingleton,0,,POS,772.0,129,,,,,,,,,,,,,,,,,,,,,153128.9188
1084,758.2226,465.195,74960000.0,1,522.0,0,pos_adduct,adduct,0,[M+H]+,POS,775.0,13,,,,,,,,,,,,,,,,,,,,,16032389.75
1092,125.9864,505.629,13542000.0,1,530.0,0,pos_adduct,adduct,0,[M+H]+,POS,787.0,49,,,,,,,,,,,,,,,,,,,,,16904424.46
1093,628.1956,399.661,14910000.0,1,531.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,788.0,6,,,,,,,,,,,,,,,,,,,,,18664617.82
1100,328.9154,510.819,2920300.0,1,538.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,804.0,77,,,,,,,,,,,,,,,,,,,,,28426099.42
1101,194.1177,16.098,598300.0,1,539.0,0,pos_cossingleton,cossingleton,0,,POS,808.0,55,,,,,,,,,,,,,,,,,,,,,5005034.212
1107,217.1072,89.267,10849000.0,1,545.0,0,pos_adduct,adduct,0,[M+H]+,POS,822.0,14,,,,,,,,,,,,,,,,,,,,,39662111.59
1113,404.8164,513.938,813100.0,1,551.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,832.0,69,,,,,,,,,,,,,,,,,,,,,16037752.09
1117,158.9615,32.973,1721900.0,1,555.0,0,pos_adduct,adduct,0,[M+H]+,POS,838.0,71,,,,,,,,,,,,,,,,,,,,,6578666.937999999
1120,177.1639,176.096,452200.0,1,558.0,0,pos_fragment,fragment,0,,POS,845.0,72,,,,,,,,,,,,,,,,,,,,,5906082.982999999
1123,194.1178,505.213,756700.0,1,561.0,0,pos_cossingleton,cossingleton,0,,POS,849.0,55,,,,,,,,,,,,,,,,,,,,,11101334.46
1127,236.1129,99.774,261600.0,1,565.0,0,pos_singleton,singleton,0,,POS,853.0,-1,,,,,,,,,,,,,,,,,,,,,11506220.09
1128,612.1636,432.596,23758000.0,1,566.0,0,pos_cossingleton,cossingleton,0,,POS,856.0,8,,,,,,,,,,,,,,,,,,,,,2697198.078
1129,184.9857,295.465,1575800.0,1,567.0,0,pos_cossingleton,cossingleton,0,,POS,862.0,24,,,,,,,,,,,,,,,,,,,,,10258440.25
1130,668.6196,397.015,844000.0,1,568.0,0,pos_cossingleton,cossingleton,0,,POS,863.0,129,,,,,,,,,,,,,,,,,,,,,2493208.126
1132,680.4814,483.219,1143100.0,1,570.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,867.0,45,,,,,,,,,,,,,,,,,,,,,6024879.615
1133,559.132,370.352,484300.0,1,571.0,0,pos_adduct,adduct,0,[M+Na]+,POS,868.0,8,,,,,,,,,,,,,,,,,,,,,2788858.2
1137,538.1449,412.24,974100.0,1,575.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,881.0,61,,,,,,,,,,,,,,,,,,,,,2183942.186
1140,640.5879,387.697,518900.0,1,578.0,0,pos_cossingleton,cossingleton,0,,POS,886.0,129,,,,,,,,,,,,,,,,,,,,,1812582.91
1143,1044.2031,476.755,716000.0,1,581.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,893.0,102,,,,,,,,,,,,,,,,,,,,,2233940.133
1150,234.1337,89.332,2164000.0,1,588.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,903.0,14,,,,,,,,,,,,,,,,,,,,,10684075.91
1154,596.1688,468.283,14009000.0,1,592.0,0,pos_cossingleton,cossingleton,0,,POS,916.0,13,,,,,,,,,,,,,,,,,,,,,6556302.365
1158,721.507,482.925,1199100.0,1,596.0,0,pos_singleton,singleton,0,,POS,928.0,-1,,,,,,,,,,,,,,,,,,,,,3223303.671
1159,157.0353,16.058,985700.0,1,597.0,0,pos_singleton,singleton,0,,POS,929.0,-1,,,,,,,,,,,,,,,,,,,,,1001880.896
1161,226.1803,158.197,191300.0,1,599.0,0,pos_fragment,fragment,0,,POS,933.0,38,,,,,,,,,,,,,,,,,,,,,1755131.319
1171,191.1043,125.546,71700.0,1,609.0,0,pos_singleton,singleton,0,,POS,952.0,-1,,,,,,,,,,,,,,,,,,,,,3807282.081
1175,324.2171,288.834,276500.0,1,613.0,0,pos_cossingleton,cossingleton,0,,POS,962.0,133,,,,,,,,,,,,,,,,,,,,,1809229.792
1182,552.1616,442.921,3174200.0,1,620.0,0,pos_cossingleton,cossingleton,0,,POS,975.0,13,,,,,,,,,,,,,,,,,,,,,306165.8343
1184,149.0234,289.277,4462000.0,1,622.0,0,pos_fragment,fragment,0,,POS,977.0,59,,,,,,,,,,,,,,,,,,,,,1632612.803
1186,337.0752,245.758,110000.0,1,624.0,0,pos_adduct,adduct,0,[M+Na]+,POS,980.0,25,,,,,,,,,,,,,,,,,,,,,638398.6132
1199,335.2194,279.353,155400.0,1,637.0,0,pos_singleton,singleton,0,,POS,997.0,-1,,,,,,,,,,,,,,,,,,,,,1651276.014
1202,1074.2912,492.87,1203000.0,1,640.0,0,pos_cossingleton,cossingleton,0,,POS,1000.0,34,,,,,,,,,,,,,,,,,,,,,1801207.6609999998
1203,626.1803,459.29,12901000.0,1,641.0,0,pos_cossingleton,cossingleton,0,,POS,1001.0,13,Polyporic acid,626.1815,457.93399,[2M+H+CH3CN]+,C18H12O4,c1ccc(cc1)C1=C(C(=O)C(=C(C1=O)O)c1ccccc1)O,"InChI=1S/C18H12O4/c19-15-13(11-7-3-1-4-8-11)16(20)18(22)14(17(15)21)12-9-5-2-6-10-12/h1-10,19,22H",HZKFHDXTSAYOSN-UHFFFAOYSA-N,Quinones,Thermo Q-Exactive Focus,0.95,17,1.2,,,,,,,,406648.9658
1209,521.1187,412.198,1072300.0,1,647.0,0,pos_adduct,adduct,0,[M+H]+,POS,1013.0,61,,,,,,,,,,,,,,,,,,,,,384298.2587
1212,947.2874,498.945,118200.0,1,650.0,0,pos_singleton,singleton,0,,POS,1016.0,-1,,,,,,,,,,,,,,,,,,,,,4478417.163
1221,611.1678,399.787,651400.0,1,659.0,0,pos_adduct,adduct,0,[M+H]+,POS,1025.0,6,,,,,,,,,,,,,,,,,,,,,237768.7399
1236,147.0657,475.871,139100.0,1,674.0,0,pos_cossingleton,cossingleton,0,,POS,1045.0,157,,,,,,,,,,,,,,,,,,,,,825191.0653
1241,223.0639,183.275,373600.0,1,679.0,0,pos_cossingleton,cossingleton,0,,POS,1051.0,23,,,,,,,,,,,,,,,,,,,,,207688.7144
1243,308.0256,475.744,184700.0,1,681.0,0,pos_cossingleton,cossingleton,0,,POS,1053.0,9,,,,,,,,,,,,,,,,,,,,,811687.803
1246,656.2256,459.541,2208600.0,1,684.0,0,pos_cossingleton,cossingleton,0,,POS,1056.0,127,,,,,,,,,,,,,,,,,,,,,318027.7102
1247,358.2954,307.423,1029000.0,1,685.0,0,pos_singleton,singleton,0,,POS,1057.0,-1,,,,,,,,,,,,,,,,,,,,,174400.0501
1254,582.209,441.842,2040100.0,1,692.0,0,pos_cossingleton,cossingleton,0,,POS,1065.0,127,,,,,,,,,,,,,,,,,,,,,464834.0162
1257,223.0965,193.569,625900.0,1,695.0,0,pos_cossingleton,cossingleton,0,,POS,1068.0,133,,,,,,,,,,,,,,,,,,,,,224713.37
1276,310.2015,289.227,122100.0,1,714.0,0,pos_cossingleton,cossingleton,0,,POS,1090.0,133,,,,,,,,,,,,,,,,,,,,,97775.90708
1278,287.2218,311.647,242400.0,1,716.0,0,pos_adduct,adduct,0,[M+H]+,POS,1092.0,44,,,,,,,,,,,,,,,,,,,,,91719.18655
1285,315.0934,245.447,423700.0,1,723.0,0,pos_adduct,adduct,0,[M+H]+,POS,1099.0,25,,,,,,,,,,,,,,,,,,,,,37473.75087
1286,1072.3088,453.646,8800000.0,1,724.0,0,pos_cossingleton,cossingleton,0,,POS,1231.0,13,,,,,,,,,,,,,,,,,,,,,2700098.529
1287,519.1391,457.426,481400.0,1,725.0,0,pos_adduct,adduct,0,[M+H]+,POS,1272.0,13,,,,,,,,,,,,,,,,,,,,,932486.7672
1288,163.0391,316.856,329400.0,1,726.0,0,pos_cossingleton,cossingleton,0,,POS,1273.0,55,,,,,,,,,,,,,,,,,,,,,4048009.111
1289,656.5089,436.587,617800.0,1,727.0,0,pos_cossingleton,cossingleton,0,,POS,1294.0,145,,,,,,,,,,,,,,,,,,,,,1363154.458
1290,208.0395,298.056,595100.0,1,728.0,0,pos_cossingleton,cossingleton,0,,POS,1329.0,42,,,,,,,,,,,,,,,,,,,,,1740110.029
1291,211.1696,195.699,236000.0,1,729.0,0,pos_cossingleton,cossingleton,0,,POS,1334.0,147,,,,,,,,,,,,,,,,,,,,,240925.8177
1292,462.147,440.016,325600.0,1,730.0,0,pos_cossingleton,cossingleton,0,,POS,1339.0,47,,,,,,,,,,,,,,,,,,,,,149554.3178
1293,193.1588,120.778,357200.0,1,731.0,0,pos_fragment,fragment,0,,POS,1347.0,90,,,,,,,,,,,,,,,,,,,,,471132.778
1294,327.0083,322.91,192600.0,1,732.0,0,pos_cossingleton,cossingleton,0,,POS,1351.0,124,,,,,,,,,,,,,,,,,,,,,927296.4926
1295,670.2432,432.438,35100.0,1,733.0,0,pos_singleton,singleton,0,,POS,1359.0,-1,,,,,,,,,,,,,,,,,,,,,92824.92779
1296,145.1337,333.845,3583200.0,1,734.0,0,pos_cossingleton,cossingleton,0,,POS,1397.0,165,,,,,,,,,,,,,,,,,,,,,403554.1884
1297,386.1519,279.987,61500.0,1,735.0,0,pos_singleton,singleton,0,,POS,1401.0,-1,,,,,,,,,,,,,,,,,,,,,898214.4545
1299,167.013,333.645,17347000.0,1,737.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,1490.0,54,,,,,,,,,,,,,,,,,,,,,13860694.07
1300,195.0653,141.482,1200000.0,1,738.0,1,pos_adduct,adduct,0,[M+H+CH3OH]+,POS,1508.0,55,,,,,,,,,,,,,,,,,,,,,6499927.672
1301,194.1177,306.054,1573700.0,1,739.0,0,pos_cossingleton,cossingleton,0,,POS,1511.0,55,,,,,,,,,,,,,,,,,,,,,10570959.41
1302,226.0122,327.031,467700.0,1,740.0,0,pos_cossingleton,cossingleton,0,,POS,1591.0,9,,,,,,,,,,,,,,,,,,,,,1788360.3569999998
1303,522.1511,450.894,447900.0,1,741.0,0,pos_cossingleton,cossingleton,0,,POS,1626.0,13,,,,,,,,,,,,,,,,,,,,,820823.6056
1304,207.0176,504.769,236900.0,1,742.0,0,pos_singleton,singleton,0,,POS,1646.0,-1,,,,,,,,,,,,,,,,,,,,,4309446.763
1306,566.1765,412.965,70200.0,1,744.0,0,pos_singleton,singleton,0,,POS,1653.0,-1,,,,,,,,,,,,,,,,,,,,,246190.1293
1307,355.2826,306.18,910000.0,1,745.0,0,pos_cossingleton,cossingleton,0,,POS,1656.0,0,,,,,,,,,,,,,,,,,,,,,10749023.83
1308,387.3095,334.211,196440000.0,1,746.0,0,pos_adduct,adduct,0,[M+H]+,POS,1668.0,0,Bourgeanic acid,387.311,330.596985,[M+H]+,C22H42O5,CC[C@@H](C)C[C@@H](C)[C@@H]([C@H](C)C(=O)O[C@@H]([C@H](C)C[C@H](C)CC)[C@H](C)C(=O)O)O,"InChI=1S/C22H42O5/c1-9-13(3)11-15(5)19(23)17(7)22(26)27-20(18(8)21(24)25)16(6)12-14(4)10-2/h13-20,23H,9-12H2,1-8H3,(H,24,25)/t13-,14-,15-,16-,17+,18+,19+,20+/m1/s1",ZQEUMOKDJCSNHB-IHRHECOVSA-N,Acids,Thermo Q-Exactive Focus,0.97,10,1.5,,,,,,,,3366502459.0
1309,404.3363,334.559,35360000.0,1,747.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,1669.0,0,,,,,,,,,,,,,,,,,,,,,2566205463.0
1310,185.1532,334.559,66700000.0,1,748.0,0,pos_adduct,adduct,0,[M+H]+,POS,1670.0,0,,,,,,,,,,,,,,,,,,,,,1098983969.0
1311,684.2054,498.944,22574000.0,1,749.0,0,pos_cossingleton,cossingleton,0,,POS,1672.0,13,,,,,,,,,,,,,,,,,,,,,555411835.6
1312,790.6383,334.559,68900000.0,1,750.0,1,pos_adduct,adduct,0,[2M+NH4]+,POS,1673.0,0,Bourgeanic acid,790.6408,332.307007,[2M+NH4]+,C22H42O5,CC[C@@H](C)C[C@@H](C)[C@@H]([C@H](C)C(=O)O[C@@H]([C@H](C)C[C@H](C)CC)[C@H](C)C(=O)O)O,"InChI=1S/C22H42O5/c1-9-13(3)11-15(5)19(23)17(7)22(26)27-20(18(8)21(24)25)16(6)12-14(4)10-2/h13-20,23H,9-12H2,1-8H3,(H,24,25)/t13-,14-,15-,16-,17+,18+,19+,20+/m1/s1",ZQEUMOKDJCSNHB-IHRHECOVSA-N,Acids,Thermo Q-Exactive Focus,0.99,21,2.5,,,,,,,,403573833.6
1313,369.2987,294.8,39340000.0,1,751.0,0,pos_cossingleton,cossingleton,0,,POS,1674.0,0,,,,,,,,,,,,,,,,,,,,,481816315.8
1314,167.1427,334.559,23170000.0,1,752.0,0,pos_fragment,fragment,0,,POS,1675.0,0,,,,,,,,,,,,,,,,,,,,,449909343.3
1315,795.5936,334.559,14242000.0,1,753.0,1,pos_adduct,adduct,0,[2M+Na]+,POS,1676.0,0,,,,,,,,,,,,,,,,,,,,,603173890.0
1317,536.1663,457.12,42900000.0,1,755.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,1678.0,13,,,,,,,,,,,,,,,,,,,,,234963529.2
1318,409.2912,333.273,5861000.0,1,756.0,0,pos_adduct,adduct,0,[M+Na]+,POS,1679.0,0,,,,,,,,,,,,,,,,,,,,,624288037.7
1319,203.1638,334.559,10941000.0,1,757.0,0,pos_fragment,fragment,0,,POS,1681.0,0,,,,,,,,,,,,,,,,,,,,,168121950.9
1320,432.3684,338.518,1677000.0,1,758.0,0,pos_precursor,precursor,0,,POS,1683.0,0,,,,,,,,,,,,,,,,,,,,,331666753.4
1321,373.295,321.318,7472000.0,1,759.0,0,pos_adduct,adduct,0,[M+H]+,POS,1684.0,5,,,,,,,,,,,,,,,,,,,,,46911175.42
1322,773.6117,334.559,10866000.0,1,760.0,1,pos_adduct,adduct,0,[2M+H]+,POS,1685.0,0,Bourgeanic acid,773.6143,333.156006,[2M+H]+,C22H42O5,CC[C@@H](C)C[C@@H](C)[C@@H]([C@H](C)C(=O)O[C@@H]([C@H](C)C[C@H](C)CC)[C@H](C)C(=O)O)O,"InChI=1S/C22H42O5/c1-9-13(3)11-15(5)19(23)17(7)22(26)27-20(18(8)21(24)25)16(6)12-14(4)10-2/h13-20,23H,9-12H2,1-8H3,(H,24,25)/t13-,14-,15-,16-,17+,18+,19+,20+/m1/s1",ZQEUMOKDJCSNHB-IHRHECOVSA-N,Acids,Thermo Q-Exactive Focus,0.99,14,2.6,,,,,,,,80665597.5
1323,1203.8782,334.559,9104000.0,1,761.0,0,pos_adduct,adduct,0,[M+H]+,POS,1687.0,0,,,,,,,,,,,,,,,,,,,,,96997471.71
1325,149.1325,354.98,3862000.0,1,763.0,0,pos_cossingleton,cossingleton,0,,POS,1690.0,160,,,,,,,,,,,,,,,,,,,,,72690786.93
1326,390.3218,321.389,6670000.0,1,764.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,1691.0,5,,,,,,,,,,,,,,,,,,,,,30980859.22
1327,395.2762,321.51,1588000.0,1,765.0,0,pos_adduct,adduct,0,[M+Na]+,POS,1692.0,5,,,,,,,,,,,,,,,,,,,,,34563280.41
1328,418.3531,321.318,738000.0,1,766.0,0,pos_cossingleton,cossingleton,0,,POS,1695.0,5,,,,,,,,,,,,,,,,,,,,,23257638.98
1329,425.2652,334.559,401000.0,1,767.0,0,pos_adduct,adduct,0,[M+K]+,POS,1696.0,0,,,,,,,,,,,,,,,,,,,,,95775295.64
1330,817.5751,334.559,2163600.0,1,768.0,0,pos_fragment,fragment,0,,POS,1697.0,0,,,,,,,,,,,,,,,,,,,,,58580095.57
1331,539.1632,457.529,3565000.0,1,769.0,0,pos_cossingleton,cossingleton,0,,POS,1699.0,140,,,,,,,,,,,,,,,,,,,,,29754858.44
1332,980.2778,461.698,7051000.0,1,770.0,0,pos_cossingleton,cossingleton,0,,POS,1702.0,13,,,,,,,,,,,,,,,,,,,,,8665513.001
1334,226.18,344.197,5432000.0,1,772.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,1707.0,0,,,,,,,,,,,,,,,,,,,,,20360518.71
1335,273.9169,505.9,2063700.0,1,773.0,0,pos_adduct,adduct,0,[M+H]+,POS,1708.0,56,,,,,,,,,,,,,,,,,,,,,7960521.209
1337,850.2527,455.187,8587000.0,1,775.0,0,pos_cossingleton,cossingleton,0,,POS,1710.0,13,,,,,,,,,,,,,,,,,,,,,10794231.84
1338,314.9445,506.011,3733200.0,1,776.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,1711.0,56,,,,,,,,,,,,,,,,,,,,,7255939.244
1339,811.5654,334.559,1029300.0,1,777.0,2,pos_adduct,adduct,0,[2M+K]+,POS,1712.0,0,,,,,,,,,,,,,,,,,,,,,28349356.37
1340,226.0128,504.845,6147800.0,1,778.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,1713.0,9,,,,,,,,,,,,,,,,,,,,,7309791.546
1342,638.2164,475.701,85500.0,1,780.0,0,pos_singleton,singleton,0,,POS,1716.0,-1,,,,,,,,,,,,,,,,,,,,,11817877.19
1344,1225.8608,337.555,3102000.0,1,782.0,0,pos_adduct,adduct,0,[M+Na]+,POS,1718.0,0,,,,,,,,,,,,,,,,,,,,,36305163.08
1345,171.1384,254.352,1024700.0,1,783.0,0,pos_cossingleton,cossingleton,0,,POS,1719.0,5,,,,,,,,,,,,,,,,,,,,,8158108.111
1347,947.2875,486.043,114000.0,1,785.0,0,pos_singleton,singleton,0,,POS,1722.0,-1,,,,,,,,,,,,,,,,,,,,,32657509.98
1348,854.2307,456.706,3873000.0,1,786.0,0,pos_cossingleton,cossingleton,0,,POS,1723.0,106,,,,,,,,,,,,,,,,,,,,,18382998.44
1349,181.015,504.862,953900.0,1,787.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,1727.0,9,,,,,,,,,,,,,,,,,,,,,5916418.978999999
1351,924.2711,472.327,12794000.0,1,789.0,0,pos_cossingleton,cossingleton,0,,POS,1730.0,13,,,,,,,,,,,,,,,,,,,,,10593965.98
1352,712.2349,498.878,181000.0,1,790.0,0,pos_singleton,singleton,0,,POS,1731.0,-1,,,,,,,,,,,,,,,,,,,,,11622360.71
1353,296.9712,505.495,488900.0,1,791.0,0,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,1736.0,36,,,,,,,,,,,,,,,,,,,,,3288750.008
1354,299.9127,512.66,1016500.0,1,792.0,0,pos_cossingleton,cossingleton,0,,POS,1737.0,77,,,,,,,,,,,,,,,,,,,,,18187552.26
1355,656.2266,399.791,69000.0,1,793.0,0,pos_singleton,singleton,0,,POS,1742.0,-1,,,,,,,,,,,,,,,,,,,,,6104240.069
1356,214.9177,505.598,169400.0,1,794.0,0,pos_fragment,fragment,0,,POS,1748.0,36,,,,,,,,,,,,,,,,,,,,,2564459.833
1357,282.9103,507.967,1051200.0,1,795.0,0,pos_adduct,adduct,0,[2M+Na]+,POS,1749.0,122,,,,,,,,,,,,,,,,,,,,,5134879.164
1359,582.2076,370.621,55300.0,1,797.0,0,pos_singleton,singleton,0,,POS,1752.0,-1,,,,,,,,,,,,,,,,,,,,,4943588.682
1361,730.2456,422.41,110100.0,1,799.0,0,pos_singleton,singleton,0,,POS,1755.0,-1,,,,,,,,,,,,,,,,,,,,,4117342.024
1363,760.237,476.953,546600.0,1,801.0,0,pos_cossingleton,cossingleton,0,,POS,1757.0,6,,,,,,,,,,,,,,,,,,,,,2645142.807
1366,663.4546,483.028,1169500.0,1,804.0,0,pos_adduct,adduct,0,[M+H]+,POS,1760.0,45,,,,,,,,,,,,,,,,,,,,,5627661.907000001
1368,411.2518,284.649,99100.0,1,806.0,0,pos_singleton,singleton,0,,POS,1765.0,-1,,,,,,,,,,,,,,,,,,,,,2488196.239
1369,262.165,89.327,117000.0,1,807.0,0,pos_singleton,singleton,0,,POS,1766.0,-1,,,,,,,,,,,,,,,,,,,,,4191469.197
1370,194.1177,158.107,959400.0,1,808.0,0,pos_cossingleton,cossingleton,0,,POS,1767.0,55,,,,,,,,,,,,,,,,,,,,,3343603.785
1372,616.1792,476.097,183900.0,1,810.0,0,pos_singleton,singleton,0,,POS,1775.0,-1,,,,,,,,,,,,,,,,,,,,,4588800.447
1374,1021.3066,443.428,49500.0,1,812.0,0,pos_singleton,singleton,0,,POS,1777.0,-1,,,,,,,,,,,,,,,,,,,,,5605833.86
1375,184.9856,316.622,2072200.0,1,813.0,0,pos_cossingleton,cossingleton,0,,POS,1781.0,24,,,,,,,,,,,,,,,,,,,,,8561170.973
1376,125.9864,40.48,2863000.0,1,814.0,0,pos_adduct,adduct,0,[M+H]+,POS,1782.0,41,,,,,,,,,,,,,,,,,,,,,3295301.483
1377,1021.3051,460.749,104000.0,1,815.0,0,pos_singleton,singleton,0,,POS,1783.0,-1,,,,,,,,,,,,,,,,,,,,,1660898.07
1379,153.1271,321.318,332900.0,1,817.0,0,pos_fragment,fragment,0,,POS,1788.0,5,,,,,,,,,,,,,,,,,,,,,3065244.838
1380,267.1719,263.99,2156000.0,1,818.0,0,pos_cossingleton,cossingleton,0,,POS,1789.0,45,,,,,,,,,,,,,,,,,,,,,5361494.876
1382,195.1745,175.848,1223000.0,1,820.0,0,pos_fragment,fragment,0,,POS,1793.0,72,,,,,,,,,,,,,,,,,,,,,4954007.798
1384,432.2424,299.082,353700.0,1,822.0,0,pos_cossingleton,cossingleton,0,,POS,1795.0,36,,,,,,,,,,,,,,,,,,,,,5455886.338
1385,194.1173,287.68,687500.0,1,823.0,0,pos_cossingleton,cossingleton,0,,POS,1796.0,55,,,,,,,,,,,,,,,,,,,,,7358883.034
1386,167.0129,37.404,766700.0,1,824.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,1797.0,41,,,,,,,,,,,,,,,,,,,,,2714310.466
1387,1023.3044,460.938,112400.0,1,825.0,0,pos_singleton,singleton,0,,POS,1798.0,-1,,,,,,,,,,,,,,,,,,,,,1568467.757
1388,124.0874,504.937,2008500.0,1,826.0,0,pos_adduct,adduct,0,[M+H]+,POS,1800.0,80,,,,,,,,,,,,,,,,,,,,,3745104.362
1389,409.2926,376.28,127400.0,1,827.0,0,pos_adduct,adduct,0,[M+Na]+,POS,1801.0,111,,,,,,,,,,,,,,,,,,,,,4640801.207
1392,541.1622,457.269,463300.0,1,830.0,0,pos_cossingleton,cossingleton,0,,POS,1805.0,140,,,,,,,,,,,,,,,,,,,,,3075918.224
1393,880.2613,456.89,90900.0,1,831.0,0,pos_singleton,singleton,0,,POS,1808.0,-1,,,,,,,,,,,,,,,,,,,,,4590178.109
1395,381.2611,300.474,101000.0,1,833.0,0,pos_adduct,adduct,0,[M+Na]+,POS,1810.0,110,,,,,,,,,,,,,,,,,,,,,1897109.819
1396,686.2182,458.63,680200.0,1,834.0,0,pos_cossingleton,cossingleton,0,,POS,1813.0,6,,,,,,,,,,,,,,,,,,,,,2552449.191
1397,624.2001,475.415,75900.0,1,835.0,0,pos_singleton,singleton,0,,POS,1814.0,-1,,,,,,,,,,,,,,,,,,,,,2061113.164
1399,182.9853,33.571,860800.0,1,837.0,0,pos_cossingleton,cossingleton,0,,POS,1817.0,112,,,,,,,,,,,,,,,,,,,,,1699008.184
1401,345.2635,283.071,280000.0,1,839.0,0,pos_adduct,adduct,0,[M+H]+,POS,1820.0,26,,,,,,,,,,,,,,,,,,,,,3020186.16
1402,371.1013,370.248,999600.0,1,840.0,0,pos_fragment,fragment,0,,POS,1821.0,8,,,,,,,,,,,,,,,,,,,,,2043027.021
1403,564.1962,457.568,185100.0,1,841.0,0,pos_singleton,singleton,0,,POS,1822.0,-1,,,,,,,,,,,,,,,,,,,,,2157334.643
1406,327.0782,261.514,802900.0,1,844.0,0,pos_cossingleton,cossingleton,0,,POS,1827.0,55,,,,,,,,,,,,,,,,,,,,,3493153.085
1408,409.2928,406.359,142800.0,1,846.0,0,pos_adduct,adduct,0,[M+Na]+,POS,1830.0,113,,,,,,,,,,,,,,,,,,,,,3072359.284
1409,482.405,337.058,456300.0,1,847.0,0,pos_cossingleton,cossingleton,0,,POS,1831.0,125,,,,,,,,,,,,,,,,,,,,,4720803.194
1411,139.988,307.804,209400.0,1,849.0,0,pos_fragment,fragment,0,,POS,1839.0,96,,,,,,,,,,,,,,,,,,,,,5960641.308999999
1412,376.0606,209.36,69500.0,1,850.0,0,pos_singleton,singleton,0,,POS,1840.0,-1,,,,,,,,,,,,,,,,,,,,,3551671.279
1413,158.9615,161.59,586100.0,1,851.0,0,pos_cossingleton,cossingleton,0,,POS,1843.0,71,,,,,,,,,,,,,,,,,,,,,1820186.435
1414,417.2606,316.806,515400.0,1,852.0,0,pos_singleton,singleton,0,,POS,1845.0,-1,,,,,,,,,,,,,,,,,,,,,1587973.306
1415,631.1164,475.885,116900.0,1,853.0,0,pos_singleton,singleton,0,,POS,1849.0,-1,,,,,,,,,,,,,,,,,,,,,1423410.8590000002
1416,416.3737,409.061,58900.0,1,854.0,0,pos_singleton,singleton,0,,POS,1850.0,-1,,,,,,,,,,,,,,,,,,,,,2614065.757
