Index,mz,rt,TIC,charge,mgf_index,rule_points,status,status_universal,adduct_count,Adnotation,ion_mode,feature_id,cluster_id,ldb_ion_name,ldb_ion_mass,ldb_ion_rt,ldb_ion_adduct,ldb_ion_formula,ldb_ion_smiles,ldb_ion_inchi,ldb_ion_inchikey,ldb_ion_class,ldb_ion_instrument,ldb_ion_cos,ldb_ion_matches,ldb_ion_error_mDa,adduct,colotus_name,colotus_mass,colotus_error_mDa,colotus_smiles,colotus_inchi,colotus_inchikey,002_2_Hydroxy_4_6_dimethoxyacetophenone
806,169.086,219.803,125500.0,1,244.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,387.0,39,,,,,,,,,,,,,,,,,,,,,4135717.981
807,306.0421,218.868,180600.0,1,245.0,0,pos_cossingleton,cossingleton,0,,POS,388.0,36,,,,,,,,,,,,,,,,,,,,,2661513.016
808,146.9808,432.784,447900.0,1,246.0,0,pos_cossingleton,cossingleton,0,,POS,389.0,9,,,,,,,,,,,,,,,,,,,,,5839024.175
809,223.0602,156.006,159500.0,1,247.0,0,pos_cossingleton,cossingleton,0,,POS,390.0,39,,,,,,,,,,,,,,,,,,,,,1923758.459
810,186.9563,27.741,492100.0,1,248.0,0,pos_cossingleton,cossingleton,0,,POS,392.0,32,,,,,,,,,,,,,,,,,,,,,3748901.51
811,295.0494,219.803,184000.0,1,249.0,0,pos_cossingleton,cossingleton,0,,POS,393.0,67,,,,,,,,,,,,,,,,,,,,,2407923.329
812,196.0724,218.077,73300.0,1,250.0,0,pos_singleton,singleton,0,,POS,394.0,-1,,,,,,,,,,,,,,,,,,,,,3018640.4510000004
813,239.0905,206.754,251900.0,1,251.0,0,pos_cossingleton,cossingleton,0,,POS,396.0,108,,,,,,,,,,,,,,,,,,,,,1436657.0869999998
814,124.0869,494.598,399800.0,1,252.0,0,pos_cossingleton,cossingleton,0,,POS,397.0,80,,,,,,,,,,,,,,,,,,,,,495907.1233
815,176.972,26.51,366800.0,1,253.0,0,pos_precursor,precursor,0,,POS,398.0,32,,,,,,,,,,,,,,,,,,,,,3259961.975
816,926.2584,478.621,455100.0,1,254.0,0,pos_cossingleton,cossingleton,0,,POS,399.0,115,,,,,,,,,,,,,,,,,,,,,338986.8752
817,447.3476,217.865,50200.0,1,255.0,0,pos_singleton,singleton,0,,POS,400.0,-1,,,,,,,,,,,,,,,,,,,,,2474168.7830000003
819,141.9587,123.157,501400.0,1,257.0,0,pos_cossingleton,cossingleton,0,,POS,402.0,112,,,,,,,,,,,,,,,,,,,,,510115.6806
821,468.3898,316.446,261500.0,1,259.0,0,pos_cossingleton,cossingleton,0,,POS,404.0,65,,,,,,,,,,,,,,,,,,,,,1416789.441
827,880.2722,455.744,32600.0,1,265.0,0,pos_singleton,singleton,0,,POS,411.0,-1,,,,,,,,,,,,,,,,,,,,,307677.0791
828,1012.3068,468.668,1526300.0,1,266.0,0,pos_cossingleton,cossingleton,0,,POS,412.0,13,,,,,,,,,,,,,,,,,,,,,463841.1635
829,209.0445,181.54,1438400.0,1,267.0,0,pos_cossingleton,cossingleton,0,,POS,413.0,39,,,,,,,,,,,,,,,,,,,,,482435.43
830,940.2286,435.531,108900.0,1,268.0,0,pos_singleton,singleton,0,,POS,414.0,-1,,,,,,,,,,,,,,,,,,,,,380427.0104
831,175.0578,14.812,89100.0,1,269.0,0,pos_cossingleton,cossingleton,0,,POS,415.0,19,,,,,,,,,,,,,,,,,,,,,147865.7646
833,376.1757,238.9,429400.0,1,271.0,0,pos_cossingleton,cossingleton,0,,POS,417.0,146,,,,,,,,,,,,,,,,,,,,,456114.0094
835,277.0696,162.859,321100.0,1,273.0,0,pos_singleton,singleton,0,,POS,419.0,-1,,,,,,,,,,,,,,,,,,,,,271008.9541
836,381.1312,238.483,131100.0,1,274.0,0,pos_singleton,singleton,0,,POS,420.0,-1,,,,,,,,,,,,,,,,,,,,,273938.6322
837,207.1591,113.255,502400.0,1,275.0,0,pos_cossingleton,cossingleton,0,,POS,421.0,83,,,,,,,,,,,,,,,,,,,,,105795.9427
839,441.7881,78.013,2103400.0,2,277.0,0,pos_cossingleton,cossingleton,0,,POS,424.0,128,,,,,,,,,,,,,,,,,,,,,616349.2513
841,300.2001,66.256,1149500.0,2,279.0,0,pos_cossingleton,cossingleton,0,,POS,427.0,128,,,,,,,,,,,,,,,,,,,,,188531.8309
842,712.2345,499.952,183600.0,1,280.0,0,pos_singleton,singleton,0,,POS,428.0,-1,,,,,,,,,,,,,,,,,,,,,156113.5503
843,294.8613,78.415,1318600.0,3,281.0,0,pos_cossingleton,cossingleton,0,,POS,430.0,128,,,,,,,,,,,,,,,,,,,,,305658.6694
844,350.2066,81.102,280000.0,1,282.0,0,pos_cossingleton,cossingleton,0,,POS,431.0,128,,,,,,,,,,,,,,,,,,,,,114231.9862
845,211.0956,149.898,280900.0,1,283.0,0,pos_cossingleton,cossingleton,0,,POS,433.0,39,,,,,,,,,,,,,,,,,,,,,72278.24842
846,517.903,260.028,365700.0,2,284.0,0,pos_cossingleton,cossingleton,0,,POS,434.0,128,,,,,,,,,,,,,,,,,,,,,386817.1872
847,209.0808,131.498,226200.0,1,285.0,0,pos_cossingleton,cossingleton,0,,POS,435.0,39,,,,,,,,,,,,,,,,,,,,,104148.9089
848,242.2119,203.362,278700.0,1,286.0,0,pos_cossingleton,cossingleton,0,,POS,436.0,19,,,,,,,,,,,,,,,,,,,,,249570.9875
849,564.1978,457.312,98300.0,1,287.0,0,pos_singleton,singleton,0,,POS,437.0,-1,,,,,,,,,,,,,,,,,,,,,64822.765660000005
850,540.4111,338.803,284000.0,1,288.0,0,pos_cossingleton,cossingleton,0,,POS,438.0,170,,,,,,,,,,,,,,,,,,,,,360970.4743
851,986.2346,457.311,273900.0,1,289.0,0,pos_cossingleton,cossingleton,0,,POS,439.0,115,,,,,,,,,,,,,,,,,,,,,178026.4885
852,376.3135,280.218,350600.0,2,290.0,0,pos_cossingleton,cossingleton,0,,POS,440.0,128,,,,,,,,,,,,,,,,,,,,,116765.7473
853,762.1797,422.218,463700.0,1,291.0,0,pos_cossingleton,cossingleton,0,,POS,441.0,11,,,,,,,,,,,,,,,,,,,,,49373.23938
854,984.239,476.93,2339800.0,1,292.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,442.0,115,,,,,,,,,,,,,,,,,,,,,188353.2292
855,180.1747,159.66,82400.0,1,293.0,0,pos_fragment,fragment,0,,POS,443.0,38,,,,,,,,,,,,,,,,,,,,,65746.97649
857,277.1415,127.726,1480100.0,1,295.0,0,pos_cossingleton,cossingleton,0,,POS,445.0,39,,,,,,,,,,,,,,,,,,,,,204590.3565
858,659.2871,356.188,238400.0,1,296.0,0,pos_adduct,adduct,0,[M+Na]+,POS,446.0,20,,,,,,,,,,,,,,,,,,,,,36014.71524
859,347.2195,257.444,139700.0,1,297.0,0,pos_cossingleton,cossingleton,0,,POS,447.0,23,,,,,,,,,,,,,,,,,,,,,51715.0534
910,182.9853,510.117,20850000.0,1,348.0,0,pos_adduct,adduct,0,[M+H]+,POS,508.0,112,,,,,,,,,,,,,,,,,,,,,178844345.9
911,139.9881,505.742,4143300.0,1,349.0,0,pos_adduct,adduct,0,[M+H]+,POS,510.0,9,,,,,,,,,,,,,,,,,,,,,141243.6633
916,702.2145,422.121,34408000.0,1,354.0,0,pos_cossingleton,cossingleton,0,,POS,521.0,13,,,,,,,,,,,,,,,,,,,,,10521414.12
918,850.2502,455.546,11795000.0,1,356.0,0,pos_cossingleton,cossingleton,0,,POS,526.0,13,,,,,,,,,,,,,,,,,,,,,6888782.932
920,163.039,141.146,3245400.0,1,358.0,0,pos_adduct,adduct,0,[M+H]+,POS,528.0,55,,,,,,,,,,,,,,,,,,,,,31950170.45
923,255.9447,505.749,1069500.0,1,361.0,0,pos_adduct,adduct,0,[M+H]+,POS,532.0,36,,,,,,,,,,,,,,,,,,,,,4169349.07
930,554.1764,370.545,7945000.0,1,368.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,549.0,8,,,,,,,,,,,,,,,,,,,,,5187908.903
932,372.0668,210.381,539800.0,1,370.0,0,pos_cossingleton,cossingleton,0,,POS,551.0,124,,,,,,,,,,,,,,,,,,,,,11136152.51
936,702.2143,448.544,2531000.0,1,374.0,0,pos_adduct,adduct,0,[2M+NH4]+,POS,560.0,11,,,,,,,,,,,,,,,,,,,,,3500847.633
937,235.167,176.109,115100.0,1,375.0,0,pos_singleton,singleton,0,,POS,566.0,-1,,,,,,,,,,,,,,,,,,,,,5330465.721
940,998.2893,494.949,8949000.0,1,378.0,0,pos_cossingleton,cossingleton,0,,POS,571.0,13,,,,,,,,,,,,,,,,,,,,,3091649.097
943,348.9908,210.137,233400.0,1,381.0,0,pos_cossingleton,cossingleton,0,,POS,576.0,29,,,,,,,,,,,,,,,,,,,,,6130226.028
945,180.99,510.739,1004700.0,1,383.0,0,pos_adduct,adduct,0,[M+H]+,POS,579.0,107,,,,,,,,,,,,,,,,,,,,,10957171.7
948,350.9878,210.096,156900.0,1,386.0,0,pos_cossingleton,cossingleton,0,,POS,585.0,23,,,,,,,,,,,,,,,,,,,,,5800545.756
955,251.0003,209.802,440000.0,1,393.0,0,pos_fragment,fragment,0,,POS,596.0,95,,,,,,,,,,,,,,,,,,,,,4048526.042
958,244.1908,158.281,332800.0,1,396.0,0,pos_cossingleton,cossingleton,0,,POS,603.0,2,,,,,,,,,,,,,,,,,,,,,4638807.732
970,358.0511,210.281,300900.0,1,408.0,0,pos_cossingleton,cossingleton,0,,POS,626.0,124,,,,,,,,,,,,,,,,,,,,,2668724.187
974,476.3295,414.141,423600.0,1,412.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,631.0,64,,,,,,,,,,,,,,,,,,,,,2125857.369
979,371.3157,408.458,282300.0,1,417.0,0,pos_singleton,singleton,0,,POS,637.0,-1,,,,,,,,,,,,,,,,,,,,,2017623.976
980,368.4254,346.4,459600.0,1,418.0,0,pos_singleton,singleton,0,,POS,640.0,-1,,,,,,,,,,,,,,,,,,,,,2467773.647
982,531.4088,447.942,235200.0,1,420.0,0,pos_singleton,singleton,0,,POS,642.0,-1,,,,,,,,,,,,,,,,,,,,,1415764.576
985,336.3106,322.223,348000.0,1,423.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,648.0,65,,,,,,,,,,,,,,,,,,,,,2403824.276
987,219.0189,30.872,206600.0,1,425.0,0,pos_cossingleton,cossingleton,0,,POS,650.0,112,,,,,,,,,,,,,,,,,,,,,3127807.977
989,817.2598,440.227,486400.0,1,427.0,0,pos_singleton,singleton,0,,POS,654.0,-1,,,,,,,,,,,,,,,,,,,,,435723.7851
990,155.0029,31.098,361700.0,1,428.0,0,pos_cossingleton,cossingleton,0,,POS,655.0,32,,,,,,,,,,,,,,,,,,,,,2742261.8030000003
995,654.3324,356.409,10624000.0,1,433.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,663.0,20,,,,,,,,,,,,,,,,,,,,,1418756.611
997,689.2016,498.866,3312000.0,1,435.0,0,pos_cossingleton,cossingleton,0,,POS,665.0,115,,,,,,,,,,,,,,,,,,,,,296675.1238
999,998.2889,457.116,1624700.0,1,437.0,0,pos_cossingleton,cossingleton,0,,POS,667.0,13,,,,,,,,,,,,,,,,,,,,,340388.8833
1001,190.9876,18.386,314300.0,1,439.0,0,pos_adduct,adduct,0,[M+H+CH3OH]+,POS,671.0,32,,,,,,,,,,,,,,,,,,,,,2656092.352
1022,371.101,399.79,861800.0,1,460.0,0,pos_fragment,fragment,0,,POS,701.0,6,,,,,,,,,,,,,,,,,,,,,292121.4984
1035,716.2291,449.238,12661000.0,1,473.0,0,pos_cossingleton,cossingleton,0,,POS,718.0,13,,,,,,,,,,,,,,,,,,,,,96273.10305
1041,642.2133,432.581,1108600.0,1,479.0,0,pos_cossingleton,cossingleton,0,,POS,726.0,73,,,,,,,,,,,,,,,,,,,,,57062.35779
1050,637.3057,356.167,1756100.0,1,488.0,0,pos_adduct,adduct,0,[M+H]+,POS,735.0,20,,,,,,,,,,,,,,,,,,,,,218659.0735
1084,758.2226,465.195,74960000.0,1,522.0,0,pos_adduct,adduct,0,[M+H]+,POS,775.0,13,,,,,,,,,,,,,,,,,,,,,31305076.46
1085,610.1849,475.464,141780000.0,1,523.0,0,pos_cossingleton,cossingleton,0,,POS,776.0,115,,,,,,,,,,,,,,,,,,,,,14353784.99
1089,686.2014,498.952,12774000.0,1,527.0,0,pos_cossingleton,cossingleton,0,,POS,783.0,115,,,,,,,,,,,,,,,,,,,,,4726465.326
1092,125.9864,505.629,13542000.0,1,530.0,0,pos_adduct,adduct,0,[M+H]+,POS,787.0,49,,,,,,,,,,,,,,,,,,,,,17160120.76
1093,628.1956,399.661,14910000.0,1,531.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,788.0,6,,,,,,,,,,,,,,,,,,,,,10413614.62
1095,613.1827,475.219,13537000.0,1,533.0,0,pos_cossingleton,cossingleton,0,,POS,791.0,115,,,,,,,,,,,,,,,,,,,,,2500101.314
1100,328.9154,510.819,2920300.0,1,538.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,804.0,77,,,,,,,,,,,,,,,,,,,,,28185939.75
1101,194.1177,16.098,598300.0,1,539.0,0,pos_cossingleton,cossingleton,0,,POS,808.0,55,,,,,,,,,,,,,,,,,,,,,9458114.101
1107,217.1072,89.267,10849000.0,1,545.0,0,pos_adduct,adduct,0,[M+H]+,POS,822.0,14,,,,,,,,,,,,,,,,,,,,,3457996.211
1113,404.8164,513.938,813100.0,1,551.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,832.0,69,,,,,,,,,,,,,,,,,,,,,15907051.73
1120,177.1639,176.096,452200.0,1,558.0,0,pos_fragment,fragment,0,,POS,845.0,72,,,,,,,,,,,,,,,,,,,,,5945799.341
1127,236.1129,99.774,261600.0,1,565.0,0,pos_singleton,singleton,0,,POS,853.0,-1,,,,,,,,,,,,,,,,,,,,,293650.5053
1130,668.6196,397.015,844000.0,1,568.0,0,pos_cossingleton,cossingleton,0,,POS,863.0,129,,,,,,,,,,,,,,,,,,,,,2376414.095
1133,559.132,370.352,484300.0,1,571.0,0,pos_adduct,adduct,0,[M+Na]+,POS,868.0,8,,,,,,,,,,,,,,,,,,,,,1120354.551
1134,363.7896,513.561,417100.0,1,572.0,0,pos_adduct,adduct,0,[M+H]+,POS,869.0,69,,,,,,,,,,,,,,,,,,,,,9173951.743
1137,538.1449,412.24,974100.0,1,575.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,881.0,61,,,,,,,,,,,,,,,,,,,,,527308.1912
1139,834.2568,502.936,831500.0,1,577.0,0,pos_cossingleton,cossingleton,0,,POS,883.0,73,,,,,,,,,,,,,,,,,,,,,318796.9846
1140,640.5879,387.697,518900.0,1,578.0,0,pos_cossingleton,cossingleton,0,,POS,886.0,129,,,,,,,,,,,,,,,,,,,,,1931720.418
1142,480.1573,334.785,2209400.0,1,580.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,891.0,16,,,,,,,,,,,,,,,,,,,,,1025662.016
1152,482.4054,337.33,252700.0,1,590.0,0,pos_cossingleton,cossingleton,0,,POS,912.0,65,,,,,,,,,,,,,,,,,,,,,5512953.274
1153,438.3793,337.73,307300.0,1,591.0,0,pos_cossingleton,cossingleton,0,,POS,914.0,65,,,,,,,,,,,,,,,,,,,,,5276305.203
1154,596.1688,468.283,14009000.0,1,592.0,0,pos_cossingleton,cossingleton,0,,POS,916.0,13,,,,,,,,,,,,,,,,,,,,,235573.3584
1158,721.507,482.925,1199100.0,1,596.0,0,pos_singleton,singleton,0,,POS,928.0,-1,,,,,,,,,,,,,,,,,,,,,2006472.426
1159,157.0353,16.058,985700.0,1,597.0,0,pos_singleton,singleton,0,,POS,929.0,-1,,,,,,,,,,,,,,,,,,,,,1495181.8180000002
1162,394.353,337.706,208200.0,1,600.0,0,pos_cossingleton,cossingleton,0,,POS,938.0,65,,,,,,,,,,,,,,,,,,,,,4225411.776000001
1175,324.2171,288.834,276500.0,1,613.0,0,pos_cossingleton,cossingleton,0,,POS,962.0,133,,,,,,,,,,,,,,,,,,,,,1094392.717
1197,432.2804,74.063,647700.0,1,635.0,0,pos_cossingleton,cossingleton,0,,POS,995.0,65,,,,,,,,,,,,,,,,,,,,,385646.075
1199,335.2194,279.353,155400.0,1,637.0,0,pos_singleton,singleton,0,,POS,997.0,-1,,,,,,,,,,,,,,,,,,,,,859599.5602
1208,371.1012,340.178,975200.0,1,646.0,0,pos_fragment,fragment,0,,POS,1011.0,16,,,,,,,,,,,,,,,,,,,,,135728.3959
1209,521.1187,412.198,1072300.0,1,647.0,0,pos_adduct,adduct,0,[M+H]+,POS,1013.0,61,,,,,,,,,,,,,,,,,,,,,60107.25083
1210,564.3592,90.026,398900.0,1,648.0,0,pos_cossingleton,cossingleton,0,,POS,1014.0,65,,,,,,,,,,,,,,,,,,,,,305761.4127
1221,611.1678,399.787,651400.0,1,659.0,0,pos_adduct,adduct,0,[M+H]+,POS,1025.0,6,,,,,,,,,,,,,,,,,,,,,100586.8839
1241,223.0639,183.275,373600.0,1,679.0,0,pos_cossingleton,cossingleton,0,,POS,1051.0,23,,,,,,,,,,,,,,,,,,,,,244730.2465
1278,287.2218,311.647,242400.0,1,716.0,0,pos_adduct,adduct,0,[M+H]+,POS,1092.0,44,,,,,,,,,,,,,,,,,,,,,50617.45246
1286,1072.3088,453.646,8800000.0,1,724.0,0,pos_cossingleton,cossingleton,0,,POS,1231.0,13,,,,,,,,,,,,,,,,,,,,,1802885.288
1300,195.0653,141.482,1200000.0,1,738.0,1,pos_adduct,adduct,0,[M+H+CH3OH]+,POS,1508.0,55,,,,,,,,,,,,,,,,,,,,,6916737.159
1304,207.0176,504.769,236900.0,1,742.0,0,pos_singleton,singleton,0,,POS,1646.0,-1,,,,,,,,,,,,,,,,,,,,,51399.22031
1311,684.2054,498.944,22574000.0,1,749.0,0,pos_cossingleton,cossingleton,0,,POS,1672.0,13,,,,,,,,,,,,,,,,,,,,,9321237.266
1316,612.1837,475.85,22931000.0,1,754.0,0,pos_cossingleton,cossingleton,0,,POS,1677.0,115,,,,,,,,,,,,,,,,,,,,,6116905.525
1317,536.1663,457.12,42900000.0,1,755.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,1678.0,13,,,,,,,,,,,,,,,,,,,,,12909973.07
1335,273.9169,505.9,2063700.0,1,773.0,0,pos_adduct,adduct,0,[M+H]+,POS,1708.0,56,,,,,,,,,,,,,,,,,,,,,7489138.552999999
1338,314.9445,506.011,3733200.0,1,776.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,1711.0,56,,,,,,,,,,,,,,,,,,,,,6819007.413
1340,226.0128,504.845,6147800.0,1,778.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,1713.0,9,,,,,,,,,,,,,,,,,,,,,6190131.351
1348,854.2307,456.706,3873000.0,1,786.0,0,pos_cossingleton,cossingleton,0,,POS,1723.0,106,,,,,,,,,,,,,,,,,,,,,8352391.938999999
1350,154.9903,513.105,1448300.0,1,788.0,0,pos_cossingleton,cossingleton,0,,POS,1729.0,105,,,,,,,,,,,,,,,,,,,,,24830622.84
1351,924.2711,472.327,12794000.0,1,789.0,0,pos_cossingleton,cossingleton,0,,POS,1730.0,13,,,,,,,,,,,,,,,,,,,,,5142566.367
1353,296.9712,505.495,488900.0,1,791.0,0,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,1736.0,36,,,,,,,,,,,,,,,,,,,,,2514569.021
1354,299.9127,512.66,1016500.0,1,792.0,0,pos_cossingleton,cossingleton,0,,POS,1737.0,77,,,,,,,,,,,,,,,,,,,,,17581059.59
1357,282.9103,507.967,1051200.0,1,795.0,0,pos_adduct,adduct,0,[2M+Na]+,POS,1749.0,122,,,,,,,,,,,,,,,,,,,,,5176228.893999999
1366,663.4546,483.028,1169500.0,1,804.0,0,pos_adduct,adduct,0,[M+H]+,POS,1760.0,45,,,,,,,,,,,,,,,,,,,,,3321253.081
1380,267.1719,263.99,2156000.0,1,818.0,0,pos_cossingleton,cossingleton,0,,POS,1789.0,45,,,,,,,,,,,,,,,,,,,,,5071310.321
1382,195.1745,175.848,1223000.0,1,820.0,0,pos_fragment,fragment,0,,POS,1793.0,72,,,,,,,,,,,,,,,,,,,,,5010087.278
1388,124.0874,504.937,2008500.0,1,826.0,0,pos_adduct,adduct,0,[M+H]+,POS,1800.0,80,,,,,,,,,,,,,,,,,,,,,3240340.272
1398,468.39,318.096,422200.0,1,836.0,0,pos_cossingleton,cossingleton,0,,POS,1815.0,65,,,,,,,,,,,,,,,,,,,,,3143875.4310000003
1405,399.2508,283.169,2680000.0,1,843.0,0,pos_cossingleton,cossingleton,0,,POS,1824.0,168,,,,,,,,,,,,,,,,,,,,,4812495.211
1406,327.0782,261.514,802900.0,1,844.0,0,pos_cossingleton,cossingleton,0,,POS,1827.0,55,,,,,,,,,,,,,,,,,,,,,2866627.315
1419,411.094,293.192,149200.0,1,857.0,0,pos_adduct,adduct,0,[M+Na]+,POS,1854.0,23,,,,,,,,,,,,,,,,,,,,,477046.1187
1433,790.2506,466.064,6602600.0,1,871.0,0,pos_adduct,adduct,0,[M+H+CH3OH]+,POS,1874.0,13,,,,,,,,,,,,,,,,,,,,,47015.19483
1434,894.1871,478.144,713900.0,1,872.0,0,pos_cossingleton,cossingleton,0,,POS,1875.0,34,,,,,,,,,,,,,,,,,,,,,558024.3682
1444,301.1411,288.535,323700.0,1,882.0,0,pos_cossingleton,cossingleton,0,,POS,1888.0,23,,,,,,,,,,,,,,,,,,,,,1425360.164
1454,221.1537,255.448,229200.0,1,892.0,0,pos_adduct,adduct,0,[M+H]+,POS,1901.0,27,,,,,,,,,,,,,,,,,,,,,1368325.8080000002
1455,267.1568,100.107,75700.0,1,893.0,0,pos_singleton,singleton,0,,POS,1902.0,-1,,,,,,,,,,,,,,,,,,,,,1974914.41
1457,304.2999,244.898,268700.0,1,895.0,0,pos_cossingleton,cossingleton,0,,POS,1905.0,29,,,,,,,,,,,,,,,,,,,,,1226188.48
1469,1002.2487,466.542,2150600.0,1,907.0,0,pos_cossingleton,cossingleton,0,,POS,1926.0,34,,,,,,,,,,,,,,,,,,,,,283351.4772
1495,873.1602,457.754,131000.0,1,933.0,0,pos_singleton,singleton,0,,POS,1964.0,-1,,,,,,,,,,,,,,,,,,,,,93545.29504
1497,300.2018,53.557,341300.0,1,935.0,0,pos_cossingleton,cossingleton,0,,POS,1966.0,65,,,,,,,,,,,,,,,,,,,,,514847.1245
1514,205.0861,289.633,708200.0,1,952.0,0,pos_fragment,fragment,0,,POS,1986.0,59,,,,,,,,,,,,,,,,,,,,,242881.5711
1526,304.2484,311.929,367700.0,1,964.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,2000.0,44,,,,,,,,,,,,,,,,,,,,,149739.69199999998
1527,242.2843,164.433,4006000.0,1,965.0,0,pos_cossingleton,cossingleton,0,,POS,2001.0,20,,,,,,,,,,,,,,,,,,,,,159278.2301
1552,151.0966,28.224,174600.0,1,990.0,0,pos_singleton,singleton,0,,POS,2030.0,-1,,,,,,,,,,,,,,,,,,,,,129813.0324
1563,327.9109,13.97,400400.0,0,,0,neg_neutral,neutral,2,,NEG,,58,,,,,,,,,,,,,,,,,,,,,3511717.738
1564,145.9304,2.33,1030200.0,0,,0,neg_neutral,neutral,2,,NEG,,30,,,,,,,,,,,,,,,,,,,,,15101809.062
1565,243.9512,10.82,734300.0,0,,0,neg_neutral,neutral,2,,NEG,,10,,,,,,,,,,,,,,,,,,,,,4097877.932
1566,129.9576,9.94,1099100.0,0,,0,neg_neutral,neutral,3,,NEG,,10,,,,,,,,,,,,,,,,,,,,,3777711.6460000006
1567,145.9308,504.8,16615900.0,0,,0,neg_neutral,neutral,4,,NEG,,1,,,,,,,,,,,,,,,,,,,,,57508959.466
1568,145.9302,512.95,3490200.0,0,,0,neg_neutral,neutral,2,,NEG,,18,,,,,,,,,,,,,,,,,,,,,100264014.69
1569,283.939,508.43,662900.0,0,,0,neg_neutral,neutral,2,,NEG,,15,,,,,,,,,,,,,,,,,,,,,13844194.83
1570,175.963,505.47,4238900.0,0,,0,neg_neutral,neutral,2,,NEG,,15,,,,,,,,,,,,,,,,,,,,,56268314.261
1571,385.9428,13.9,934800.0,0,,0,neg_neutral,neutral,2,,NEG,,74,,,,,,,,,,,,,,,,,,,,,1974041.2916
1572,744.1467,441.38,5103800.0,0,,0,mix_neutral,neutral,6,,MIX,,17,,,,,,,,,,,,,,,,,,,,,51648224.5166
1573,522.0897,453.07,507900.0,0,,0,neg_neutral,neutral,4,,NEG,,22,,,,,,,,,,,,,,,,,,,,,5956805.581
1574,85.4351,507.97,3927700.0,0,,0,neg_neutral,neutral,2,,NEG,,62,,,,,,,,,,,,,,,,,,,,,25347922.0
1575,97.9536,506.0,2185600.0,0,,0,neg_neutral,neutral,3,,NEG,,1,,,,,,,,,,,,,,,,,,,,,4959204.984
1576,100.9331,504.57,990700.0,0,,0,neg_neutral,neutral,3,,NEG,,1,,,,,,,,,,,,,,,,,,,,,12744830.0145
1577,356.1659,375.15,3771800.0,0,,0,neg_neutral,neutral,3,,NEG,,28,,,,,,,,,,,,,,,,,,,,,3014184.3230000003
1578,744.1473,457.32,4570900.0,0,,0,neg_neutral,neutral,3,,NEG,,50,,,,,,,,,,,,,,,,,,,,,78500611.61
1580,306.0706,393.9,972600.0,0,,0,mix_neutral,neutral,4,,MIX,,21,,,,,,,,,,,,,,,,,,,,,815840.4639
1581,342.09,447.56,14652000.0,0,,0,mix_neutral,neutral,4,,MIX,,11,,,,,,,,,,,,,,,,,,,,,103746705.243
1582,172.8672,508.03,2787900.0,0,,0,neg_neutral,neutral,2,,NEG,,76,,,,,,,,,,,,,,,,,,,,,13770173.43
1583,232.9393,505.27,1217200.0,0,,0,neg_neutral,neutral,3,,NEG,,1,,,,,,,,,,,,,,,,,,,,,30890920.576
1584,240.9106,5.59,268700.0,0,,0,neg_neutral,neutral,2,,NEG,,82,,,,,,,,,,,,,,,,,,,,,7312466.912
1586,136.9773,210.32,353000.0,0,,0,neg_neutral,neutral,2,,NEG,,81,,,,,,,,,,,,,,,,,,,,,2573674.342
1587,240.9106,533.45,318700.0,0,,0,neg_neutral,neutral,2,,NEG,,66,,,,,,,,,,,,,,,,,,,,,8644458.025
1588,966.2041,499.12,3103200.0,0,,0,mix_neutral,neutral,3,,MIX,,34,,,,,,,,,,,,,,,,,,,,,9752478.126
1589,170.8702,15.57,1157400.0,0,,0,neg_neutral,neutral,2,,NEG,,68,,,,,,,,,,,,,,,,,,,,,7547374.228
1590,175.9631,538.46,833800.0,0,,0,neg_neutral,neutral,2,,NEG,,33,,,,,,,,,,,,,,,,,,,,,30398175.854
1591,308.8636,514.67,596400.0,0,,0,neg_neutral,neutral,2,,NEG,,35,,,,,,,,,,,,,,,,,,,,,50253358.566
1592,462.1236,369.99,10104100.0,0,,0,mix_neutral,neutral,3,,MIX,,47,,,,,,,,,,,,,,,,,,,,,38283850.3
1594,594.1296,447.99,5823700.0,0,,0,neg_neutral,neutral,2,,NEG,,11,,,,,,,,,,,,,,,,,,,,,107058320.9
1595,175.9633,187.01,4742500.0,0,,0,neg_neutral,neutral,2,,NEG,,78,,,,,,,,,,,,,,,,,,,,,12834154.83
1596,191.9359,534.52,1056200.0,0,,0,neg_neutral,neutral,2,,NEG,,31,,,,,,,,,,,,,,,,,,,,,13606113.135000002
1600,206.1513,95.38,798900.0,0,,0,pos_neutral,neutral,2,,POS,,83,,,,,,,,,,,,,,,,,,,,,7830557.174
