Index,mz,rt,TIC,charge,mgf_index,rule_points,status,status_universal,adduct_count,Adnotation,ion_mode,feature_id,cluster_id,ldb_ion_name,ldb_ion_mass,ldb_ion_rt,ldb_ion_adduct,ldb_ion_formula,ldb_ion_smiles,ldb_ion_inchi,ldb_ion_inchikey,ldb_ion_class,ldb_ion_instrument,ldb_ion_cos,ldb_ion_matches,ldb_ion_error_mDa,adduct,colotus_name,colotus_mass,colotus_error_mDa,colotus_smiles,colotus_inchi,colotus_inchikey,008_12_Desoxypyxinol
979,371.3157,408.458,282300.0,1,417.0,0,pos_singleton,singleton,0,,POS,637.0,-1,,,,,,,,,,,,,,,,,,,,,1353285.5269999998
980,368.4254,346.4,459600.0,1,418.0,0,pos_singleton,singleton,0,,POS,640.0,-1,,,,,,,,,,,,,,,,,,,,,180509.7901
982,531.4088,447.942,235200.0,1,420.0,0,pos_singleton,singleton,0,,POS,642.0,-1,,,,,,,,,,,,,,,,,,,,,1469525.147
985,336.3106,322.223,348000.0,1,423.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,648.0,65,,,,,,,,,,,,,,,,,,,,,2231528.014
987,219.0189,30.872,206600.0,1,425.0,0,pos_cossingleton,cossingleton,0,,POS,650.0,112,,,,,,,,,,,,,,,,,,,,,2156174.177
989,817.2598,440.227,486400.0,1,427.0,0,pos_singleton,singleton,0,,POS,654.0,-1,,,,,,,,,,,,,,,,,,,,,686160.5104
995,654.3324,356.409,10624000.0,1,433.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,663.0,20,,,,,,,,,,,,,,,,,,,,,1276500.643
1001,190.9876,18.386,314300.0,1,439.0,0,pos_adduct,adduct,0,[M+H+CH3OH]+,POS,671.0,32,,,,,,,,,,,,,,,,,,,,,1948965.137
1022,371.101,399.79,861800.0,1,460.0,0,pos_fragment,fragment,0,,POS,701.0,6,,,,,,,,,,,,,,,,,,,,,455449.1562
1035,716.2291,449.238,12661000.0,1,473.0,0,pos_cossingleton,cossingleton,0,,POS,718.0,13,,,,,,,,,,,,,,,,,,,,,208693.8905
1041,642.2133,432.581,1108600.0,1,479.0,0,pos_cossingleton,cossingleton,0,,POS,726.0,73,,,,,,,,,,,,,,,,,,,,,189516.2861
1050,637.3057,356.167,1756100.0,1,488.0,0,pos_adduct,adduct,0,[M+H]+,POS,735.0,20,,,,,,,,,,,,,,,,,,,,,194431.4538
1054,371.1009,422.85,197000.0,1,492.0,0,pos_fragment,fragment,0,,POS,739.0,48,,,,,,,,,,,,,,,,,,,,,88779.43252999999
1084,758.2226,465.195,74960000.0,1,522.0,0,pos_adduct,adduct,0,[M+H]+,POS,775.0,13,,,,,,,,,,,,,,,,,,,,,7576323.857000001
1092,125.9864,505.629,13542000.0,1,530.0,0,pos_adduct,adduct,0,[M+H]+,POS,787.0,49,,,,,,,,,,,,,,,,,,,,,18242953.31
1093,628.1956,399.661,14910000.0,1,531.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,788.0,6,,,,,,,,,,,,,,,,,,,,,13095032.54
1100,328.9154,510.819,2920300.0,1,538.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,804.0,77,,,,,,,,,,,,,,,,,,,,,26682003.34
1101,194.1177,16.098,598300.0,1,539.0,0,pos_cossingleton,cossingleton,0,,POS,808.0,55,,,,,,,,,,,,,,,,,,,,,5657107.683999999
1106,302.3057,229.505,1375300.0,1,544.0,0,pos_cossingleton,cossingleton,0,,POS,821.0,12,,,,,,,,,,,,,,,,,,,,,7107535.869
1107,217.1072,89.267,10849000.0,1,545.0,0,pos_adduct,adduct,0,[M+H]+,POS,822.0,14,,,,,,,,,,,,,,,,,,,,,3433879.021
1113,404.8164,513.938,813100.0,1,551.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,832.0,69,,,,,,,,,,,,,,,,,,,,,15049829.64
1120,177.1639,176.096,452200.0,1,558.0,0,pos_fragment,fragment,0,,POS,845.0,72,,,,,,,,,,,,,,,,,,,,,4735282.702
1127,236.1129,99.774,261600.0,1,565.0,0,pos_singleton,singleton,0,,POS,853.0,-1,,,,,,,,,,,,,,,,,,,,,387468.2013
1130,668.6196,397.015,844000.0,1,568.0,0,pos_cossingleton,cossingleton,0,,POS,863.0,129,,,,,,,,,,,,,,,,,,,,,2634471.809
1134,363.7896,513.561,417100.0,1,572.0,0,pos_adduct,adduct,0,[M+H]+,POS,869.0,69,,,,,,,,,,,,,,,,,,,,,9410077.765
1137,538.1449,412.24,974100.0,1,575.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,881.0,61,,,,,,,,,,,,,,,,,,,,,1292485.191
1139,834.2568,502.936,831500.0,1,577.0,0,pos_cossingleton,cossingleton,0,,POS,883.0,73,,,,,,,,,,,,,,,,,,,,,1432608.707
1140,640.5879,387.697,518900.0,1,578.0,0,pos_cossingleton,cossingleton,0,,POS,886.0,129,,,,,,,,,,,,,,,,,,,,,1739238.927
1142,480.1573,334.785,2209400.0,1,580.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,891.0,16,,,,,,,,,,,,,,,,,,,,,1049412.422
1152,482.4054,337.33,252700.0,1,590.0,0,pos_cossingleton,cossingleton,0,,POS,912.0,65,,,,,,,,,,,,,,,,,,,,,4435321.151000001
1153,438.3793,337.73,307300.0,1,591.0,0,pos_cossingleton,cossingleton,0,,POS,914.0,65,,,,,,,,,,,,,,,,,,,,,4357026.744
1154,596.1688,468.283,14009000.0,1,592.0,0,pos_cossingleton,cossingleton,0,,POS,916.0,13,,,,,,,,,,,,,,,,,,,,,752512.1686
1158,721.507,482.925,1199100.0,1,596.0,0,pos_singleton,singleton,0,,POS,928.0,-1,,,,,,,,,,,,,,,,,,,,,2409989.345
1159,157.0353,16.058,985700.0,1,597.0,0,pos_singleton,singleton,0,,POS,929.0,-1,,,,,,,,,,,,,,,,,,,,,799904.5844
1160,723.1433,422.015,264800.0,1,598.0,0,pos_cossingleton,cossingleton,0,,POS,932.0,109,,,,,,,,,,,,,,,,,,,,,728848.7563
1162,394.353,337.706,208200.0,1,600.0,0,pos_cossingleton,cossingleton,0,,POS,938.0,65,,,,,,,,,,,,,,,,,,,,,3443012.425
1175,324.2171,288.834,276500.0,1,613.0,0,pos_cossingleton,cossingleton,0,,POS,962.0,133,,,,,,,,,,,,,,,,,,,,,1435804.9630000002
1197,432.2804,74.063,647700.0,1,635.0,0,pos_cossingleton,cossingleton,0,,POS,995.0,65,,,,,,,,,,,,,,,,,,,,,409027.2126
1199,335.2194,279.353,155400.0,1,637.0,0,pos_singleton,singleton,0,,POS,997.0,-1,,,,,,,,,,,,,,,,,,,,,1642535.495
1202,1074.2912,492.87,1203000.0,1,640.0,0,pos_cossingleton,cossingleton,0,,POS,1000.0,34,,,,,,,,,,,,,,,,,,,,,2450893.501
1208,371.1012,340.178,975200.0,1,646.0,0,pos_fragment,fragment,0,,POS,1011.0,16,,,,,,,,,,,,,,,,,,,,,190079.0564
1209,521.1187,412.198,1072300.0,1,647.0,0,pos_adduct,adduct,0,[M+H]+,POS,1013.0,61,,,,,,,,,,,,,,,,,,,,,199000.8832
1210,564.3592,90.026,398900.0,1,648.0,0,pos_cossingleton,cossingleton,0,,POS,1014.0,65,,,,,,,,,,,,,,,,,,,,,301347.5758
1221,611.1678,399.787,651400.0,1,659.0,0,pos_adduct,adduct,0,[M+H]+,POS,1025.0,6,,,,,,,,,,,,,,,,,,,,,153965.9476
1223,864.2676,486.901,2150300.0,1,661.0,0,pos_cossingleton,cossingleton,0,,POS,1027.0,13,,,,,,,,,,,,,,,,,,,,,96954.42075
1241,223.0639,183.275,373600.0,1,679.0,0,pos_cossingleton,cossingleton,0,,POS,1051.0,23,,,,,,,,,,,,,,,,,,,,,147919.3973
1278,287.2218,311.647,242400.0,1,716.0,0,pos_adduct,adduct,0,[M+H]+,POS,1092.0,44,,,,,,,,,,,,,,,,,,,,,51846.585
1282,460.2696,227.965,760800.0,1,720.0,0,pos_singleton,singleton,0,,POS,1096.0,-1,,,,,,,,,,,,,,,,,,,,,51466.37965
1286,1072.3088,453.646,8800000.0,1,724.0,0,pos_cossingleton,cossingleton,0,,POS,1231.0,13,,,,,,,,,,,,,,,,,,,,,4809080.735
1300,195.0653,141.482,1200000.0,1,738.0,1,pos_adduct,adduct,0,[M+H+CH3OH]+,POS,1508.0,55,,,,,,,,,,,,,,,,,,,,,6718356.642000001
1304,207.0176,504.769,236900.0,1,742.0,0,pos_singleton,singleton,0,,POS,1646.0,-1,,,,,,,,,,,,,,,,,,,,,4175471.562
1311,684.2054,498.944,22574000.0,1,749.0,0,pos_cossingleton,cossingleton,0,,POS,1672.0,13,,,,,,,,,,,,,,,,,,,,,22695674.68
1317,536.1663,457.12,42900000.0,1,755.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,1678.0,13,,,,,,,,,,,,,,,,,,,,,20452547.33
1335,273.9169,505.9,2063700.0,1,773.0,0,pos_adduct,adduct,0,[M+H]+,POS,1708.0,56,,,,,,,,,,,,,,,,,,,,,7169155.757
1338,314.9445,506.011,3733200.0,1,776.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,1711.0,56,,,,,,,,,,,,,,,,,,,,,6963140.919
1340,226.0128,504.845,6147800.0,1,778.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,1713.0,9,,,,,,,,,,,,,,,,,,,,,7565634.438999999
1348,854.2307,456.706,3873000.0,1,786.0,0,pos_cossingleton,cossingleton,0,,POS,1723.0,106,,,,,,,,,,,,,,,,,,,,,15726846.29
1351,924.2711,472.327,12794000.0,1,789.0,0,pos_cossingleton,cossingleton,0,,POS,1730.0,13,,,,,,,,,,,,,,,,,,,,,8415113.265
1353,296.9712,505.495,488900.0,1,791.0,0,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,1736.0,36,,,,,,,,,,,,,,,,,,,,,3055296.288
1354,299.9127,512.66,1016500.0,1,792.0,0,pos_cossingleton,cossingleton,0,,POS,1737.0,77,,,,,,,,,,,,,,,,,,,,,17516766.69
1357,282.9103,507.967,1051200.0,1,795.0,0,pos_adduct,adduct,0,[2M+Na]+,POS,1749.0,122,,,,,,,,,,,,,,,,,,,,,5372028.497
1366,663.4546,483.028,1169500.0,1,804.0,0,pos_adduct,adduct,0,[M+H]+,POS,1760.0,45,,,,,,,,,,,,,,,,,,,,,3880603.369
1380,267.1719,263.99,2156000.0,1,818.0,0,pos_cossingleton,cossingleton,0,,POS,1789.0,45,,,,,,,,,,,,,,,,,,,,,5352643.317
1381,158.1541,504.321,728100.0,1,819.0,0,pos_cossingleton,cossingleton,0,,POS,1790.0,12,,,,,,,,,,,,,,,,,,,,,4587641.454
1382,195.1745,175.848,1223000.0,1,820.0,0,pos_fragment,fragment,0,,POS,1793.0,72,,,,,,,,,,,,,,,,,,,,,3712841.168
1388,124.0874,504.937,2008500.0,1,826.0,0,pos_adduct,adduct,0,[M+H]+,POS,1800.0,80,,,,,,,,,,,,,,,,,,,,,5152046.0
1398,468.39,318.096,422200.0,1,836.0,0,pos_cossingleton,cossingleton,0,,POS,1815.0,65,,,,,,,,,,,,,,,,,,,,,2956232.0130000003
1405,399.2508,283.169,2680000.0,1,843.0,0,pos_cossingleton,cossingleton,0,,POS,1824.0,168,,,,,,,,,,,,,,,,,,,,,3112971.04
1406,327.0782,261.514,802900.0,1,844.0,0,pos_cossingleton,cossingleton,0,,POS,1827.0,55,,,,,,,,,,,,,,,,,,,,,3355720.794
1419,411.094,293.192,149200.0,1,857.0,0,pos_adduct,adduct,0,[M+Na]+,POS,1854.0,23,,,,,,,,,,,,,,,,,,,,,604001.0298
1430,568.1921,411.003,1784100.0,1,868.0,0,pos_cossingleton,cossingleton,0,,POS,1870.0,13,,,,,,,,,,,,,,,,,,,,,89330.14306
1433,790.2506,466.064,6602600.0,1,871.0,0,pos_adduct,adduct,0,[M+H+CH3OH]+,POS,1874.0,13,,,,,,,,,,,,,,,,,,,,,149169.8174
1434,894.1871,478.144,713900.0,1,872.0,0,pos_cossingleton,cossingleton,0,,POS,1875.0,34,,,,,,,,,,,,,,,,,,,,,1453135.002
1444,301.1411,288.535,323700.0,1,882.0,0,pos_cossingleton,cossingleton,0,,POS,1888.0,23,,,,,,,,,,,,,,,,,,,,,1948139.303
1451,199.927,13.112,662100.0,1,889.0,0,pos_cossingleton,cossingleton,0,,POS,1898.0,60,,,,,,,,,,,,,,,,,,,,,82279.60138
1454,221.1537,255.448,229200.0,1,892.0,0,pos_adduct,adduct,0,[M+H]+,POS,1901.0,27,,,,,,,,,,,,,,,,,,,,,1435607.618
1455,267.1568,100.107,75700.0,1,893.0,0,pos_singleton,singleton,0,,POS,1902.0,-1,,,,,,,,,,,,,,,,,,,,,2204057.133
1469,1002.2487,466.542,2150600.0,1,907.0,0,pos_cossingleton,cossingleton,0,,POS,1926.0,34,,,,,,,,,,,,,,,,,,,,,658499.6007
1495,873.1602,457.754,131000.0,1,933.0,0,pos_singleton,singleton,0,,POS,1964.0,-1,,,,,,,,,,,,,,,,,,,,,302514.9094
1497,300.2018,53.557,341300.0,1,935.0,0,pos_cossingleton,cossingleton,0,,POS,1966.0,65,,,,,,,,,,,,,,,,,,,,,453568.6951
1499,330.3367,260.4,287700.0,1,937.0,0,pos_cossingleton,cossingleton,0,,POS,1968.0,12,,,,,,,,,,,,,,,,,,,,,344002.0306
1514,205.0861,289.633,708200.0,1,952.0,0,pos_fragment,fragment,0,,POS,1986.0,59,,,,,,,,,,,,,,,,,,,,,344336.4866
1526,304.2484,311.929,367700.0,1,964.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,2000.0,44,,,,,,,,,,,,,,,,,,,,,149980.5025
1527,242.2843,164.433,4006000.0,1,965.0,0,pos_cossingleton,cossingleton,0,,POS,2001.0,20,,,,,,,,,,,,,,,,,,,,,112004.0768
1552,151.0966,28.224,174600.0,1,990.0,0,pos_singleton,singleton,0,,POS,2030.0,-1,,,,,,,,,,,,,,,,,,,,,70866.98588
1562,368.2569,275.813,816066000.0,0,,0,mix_neutral,neutral,6,,MIX,,7,Dihydromuronic acid,386.2906,276.194,[M+NH4]+,C21H36O5,CC(=O)CCCCCCCCCCCCC[C@@H]1C(C(C)C(=O)O1)C(=O)O,"InChI=1S/C21H36O5/c1-16(22)14-12-10-8-6-4-3-5-7-9-11-13-15-18-19(20(23)24)17(2)21(25)26-18/h17-19H,3-15H2,1-2H3,(H,23,24)/t17?,18-,19?/m1/s1",SPGPUDJMXMJNCU-JLAWEPINSA-N,Paraconic acids,Thermo Q-Exactive Focus,0.95,14,0.3,,CNP0315379,368.2563,0.6,O=C1OC(=CC(OC)=C1CO)C(O)(C)CCCCCCCCCCCC,"InChI=1S/C21H36O5/c1-4-5-6-7-8-9-10-11-12-13-14-21(2,24)19-15-18(25-3)17(16-22)20(23)26-19/h15,22,24H,4-14,16H2,1-3H3",YOEVWRYJHFPBMU-UHFFFAOYSA-N,5248425.8367
1564,145.9304,2.33,1030200.0,0,,0,neg_neutral,neutral,2,,NEG,,30,,,,,,,,,,,,,,,,,,,,,568847.164
1566,129.9576,9.94,1099100.0,0,,0,neg_neutral,neutral,3,,NEG,,10,,,,,,,,,,,,,,,,,,,,,628951.9148
1567,145.9308,504.8,16615900.0,0,,0,neg_neutral,neutral,4,,NEG,,1,,,,,,,,,,,,,,,,,,,,,41880995.13
1568,145.9302,512.95,3490200.0,0,,0,neg_neutral,neutral,2,,NEG,,18,,,,,,,,,,,,,,,,,,,,,114252236.1
1569,283.939,508.43,662900.0,0,,0,neg_neutral,neutral,2,,NEG,,15,,,,,,,,,,,,,,,,,,,,,15842953.51
1570,175.963,505.47,4238900.0,0,,0,neg_neutral,neutral,2,,NEG,,15,,,,,,,,,,,,,,,,,,,,,64470583.562
1571,385.9428,13.9,934800.0,0,,0,neg_neutral,neutral,2,,NEG,,74,,,,,,,,,,,,,,,,,,,,,719442.7466
1572,744.1467,441.38,5103800.0,0,,0,mix_neutral,neutral,6,,MIX,,17,,,,,,,,,,,,,,,,,,,,,37336580.639000006
1573,522.0897,453.07,507900.0,0,,0,neg_neutral,neutral,4,,NEG,,22,,,,,,,,,,,,,,,,,,,,,7011240.999
1574,85.4351,507.97,3927700.0,0,,0,neg_neutral,neutral,2,,NEG,,62,,,,,,,,,,,,,,,,,,,,,26958790.95
1575,97.9536,506.0,2185600.0,0,,0,neg_neutral,neutral,3,,NEG,,1,,,,,,,,,,,,,,,,,,,,,2195321.549
1576,100.9331,504.57,990700.0,0,,0,neg_neutral,neutral,3,,NEG,,1,,,,,,,,,,,,,,,,,,,,,12689417.27
1577,356.1659,375.15,3771800.0,0,,0,neg_neutral,neutral,3,,NEG,,28,,,,,,,,,,,,,,,,,,,,,8173966.466
1578,744.1473,457.32,4570900.0,0,,0,neg_neutral,neutral,3,,NEG,,50,,,,,,,,,,,,,,,,,,,,,92918272.481
1579,145.9309,443.96,694100.0,0,,0,neg_neutral,neutral,3,,NEG,,46,,,,,,,,,,,,,,,,,,,,,1194459.406
1580,306.0706,393.9,972600.0,0,,0,mix_neutral,neutral,4,,MIX,,21,,,,,,,,,,,,,,,,,,,,,1885022.8844
1581,342.09,447.56,14652000.0,0,,0,mix_neutral,neutral,4,,MIX,,11,,,,,,,,,,,,,,,,,,,,,130071803.887
1582,172.8672,508.03,2787900.0,0,,0,neg_neutral,neutral,2,,NEG,,76,,,,,,,,,,,,,,,,,,,,,14738786.97
1583,232.9393,505.27,1217200.0,0,,0,neg_neutral,neutral,3,,NEG,,1,,,,,,,,,,,,,,,,,,,,,34297492.668
1584,240.9106,5.59,268700.0,0,,0,neg_neutral,neutral,2,,NEG,,82,,,,,,,,,,,,,,,,,,,,,3666570.433
1587,240.9106,533.45,318700.0,0,,0,neg_neutral,neutral,2,,NEG,,66,,,,,,,,,,,,,,,,,,,,,11125365.462
1588,966.2041,499.12,3103200.0,0,,0,mix_neutral,neutral,3,,MIX,,34,,,,,,,,,,,,,,,,,,,,,12462039.157
1591,308.8636,514.67,596400.0,0,,0,neg_neutral,neutral,2,,NEG,,35,,,,,,,,,,,,,,,,,,,,,52906926.85
1592,462.1236,369.99,10104100.0,0,,0,mix_neutral,neutral,3,,MIX,,47,,,,,,,,,,,,,,,,,,,,,170954457.57999998
1593,240.9106,518.92,314800.0,0,,0,neg_neutral,neutral,2,,NEG,,51,,,,,,,,,,,,,,,,,,,,,10372402.78
1594,594.1296,447.99,5823700.0,0,,0,neg_neutral,neutral,2,,NEG,,11,,,,,,,,,,,,,,,,,,,,,142002975.5
1598,124.9788,202.86,4052200.0,0,,0,pos_neutral,neutral,2,,POS,,42,,,,,,,,,,,,,,,,,,,,,3622358.602
1599,366.2404,278.63,150661900.0,0,,0,mix_neutral,neutral,6,,MIX,,12,Isomuronic acid|Muronic acid,384.275|367.2484,276.149994|274.311005,[M+NH4]+|[M+H]+,C21H34O5|C21H34O5,CC(=O)CCCCCCCCCCCCC[C@H]1OC(=O)C(=C1C(=O)O)C|CC(=O)CCCCCCCCCCCCC[C@@H]1C(C(=O)O)C(=C)C(=O)O1,"InChI=1S/C21H34O5/c1-16(22)14-12-10-8-6-4-3-5-7-9-11-13-15-18-19(20(23)24)17(2)21(25)26-18/h18H,3-15H2,1-2H3,(H,23,24)/t18-/m1/s1|InChI=1S/C21H34O5/c1-16(22)14-12-10-8-6-4-3-5-7-9-11-13-15-18-19(20(23)24)17(2)21(25)26-18/h18-19H,2-15H2,1H3,(H,23,24)/t18-,19?/m1/s1",KYSXDEQQOVVLIN-GOSISDBHSA-N|SKQHRBRVCRUFSX-MRTLOADZSA-N,Paraconic acids|Paraconic acids,Thermo Q-Exactive Focus|Thermo Q-Exactive Focus,0.96|0.56,14|14,0.2|0.4,,CNP0240323,366.2406,0.2,O=C(O)C1=C(C(=O)OC1CCCCCCCCCCCCCC(=O)C)C,"InChI=1S/C21H34O5/c1-16(22)14-12-10-8-6-4-3-5-7-9-11-13-15-18-19(20(23)24)17(2)21(25)26-18/h18H,3-15H2,1-2H3,(H,23,24)",KYSXDEQQOVVLIN-UHFFFAOYSA-N,1066161.0608
1600,206.1513,95.38,798900.0,0,,0,pos_neutral,neutral,2,,POS,,83,,,,,,,,,,,,,,,,,,,,,8180477.708000001
1603,743.1992,443.36,18033700.0,0,,0,pos_neutral,neutral,2,,POS,,73,,,,,,,,,,,,,,,,,,,,,14860199.19
1604,70.0539,179.08,1578400.0,0,,0,mix_neutral,neutral,4,,MIX,,19,,,,,,,,,,,,,,,,,,,,,6575743.793
1606,536.142,370.48,10481100.0,0,,0,pos_neutral,neutral,5,,POS,,8,,,,,,,,,,,,,,,,,,,,,13564035.57
1607,610.1605,399.8,17259700.0,0,,0,pos_neutral,neutral,5,,POS,,6,,,,,,,,,,,,,,,,,,,,,15793509.356599998
1608,138.9804,505.34,6239100.0,0,,0,pos_neutral,neutral,3,,POS,,9,,,,,,,,,,,,,,,,,,,,,6040503.303730001
1609,254.9368,505.62,1558400.0,0,,0,pos_neutral,neutral,2,,POS,,36,,,,,,,,,,,,,,,,,,,,,7972052.868000001
1611,757.2157,465.63,81562600.0,0,,0,pos_neutral,neutral,2,,POS,,13,,,,,,,,,,,,,,,,,,,,,7725493.674400001
1613,460.3914,370.12,5593100.0,0,,0,mix_neutral,neutral,5,,MIX,,4,,,,,,,,,,,,,,,CNP0117652|CNP0200414|CNP0223305,460.3916|460.3916|460.3916,0.2|0.2|0.2,OC1CCC2(C)C(CCC3(C)C2CCC4C(CCC43C)C5(OC(CC5)C(O)(C)C)C)C1(C)C|OCC(=CCCC(=CCCC(=CCCC1C(O)(C)CCC2C(C)(C)C(O)CCC12C)C)C)C|OCC12CCC(C)(C)CC2C3(C)CCC4(C)C(CCC5(C)C(C)C(O)C(O)CC54)C3(C)CC1,"InChI=1S/C30H52O3/c1-25(2)21-12-17-29(7)22(27(21,5)15-13-23(25)31)10-9-19-20(11-16-28(19,29)6)30(8)18-14-24(33-30)26(3,4)32/h19-24,31-32H,9-18H2,1-8H3|InChI=1S/C30H52O3/c1-22(13-9-15-24(3)21-31)11-8-12-23(2)14-10-16-26-29(6)19-18-27(32)28(4,5)25(29)17-20-30(26,7)33/h11,14-15,25-27,31-33H,8-10,12-13,16-21H2,1-7H3|InChI=1S/C30H52O3/c1-19-24(33)20(32)16-22-26(19,4)9-8-21-27(22,5)11-12-29(7)23-17-25(2,3)10-14-30(23,18-31)15-13-28(21,29)6/h19-24,31-33H,8-18H2,1-7H3",RQBNSDSKUAGBOI-UHFFFAOYSA-N|KKOJENOIJUTRDK-UHFFFAOYSA-N|CYNMAFQVEXSZRH-UHFFFAOYSA-N,70594308.233
1614,124.9786,504.01,36821000.0,0,,0,pos_neutral,neutral,2,,POS,,49,,,,,,,,,,,,,,,,,,,,,51625639.23
1615,388.1042,293.11,1048200.0,0,,0,pos_neutral,neutral,4,,POS,,23,,,,,,,,,,,,,,,,,,,,,1026534.4401
1616,636.2975,356.27,13261000.0,0,,0,pos_neutral,neutral,4,,POS,,20,,,,,,,,,,,,,,,,,,,,,1532231.71461
1617,462.1229,334.75,4551100.0,0,,0,pos_neutral,neutral,4,,POS,,16,,,,,,,,,,,,,,,,,,,,,4022986.415
1618,216.0993,89.28,13975400.0,0,,0,pos_neutral,neutral,4,,POS,,14,,,,,,,,,,,,,,,CNP0274332|CNP0391227,216.0998|216.0998,0.5|0.5,O=C1OCC(CO)C2CC(O)C(O)(C)C12|O=C1OC(C)C(O)C=C1C(OC)C(O)C,"InChI=1S/C10H16O5/c1-10(14)7(12)2-6-5(3-11)4-15-9(13)8(6)10/h5-8,11-12,14H,2-4H2,1H3|InChI=1S/C10H16O5/c1-5(11)9(14-3)7-4-8(12)6(2)15-10(7)13/h4-6,8-9,11-12H,1-3H3",CCTSZLOYMHLMHP-UHFFFAOYSA-N|HPKIOTFRXLRBAB-UHFFFAOYSA-N,4929394.46
1619,518.1318,457.21,43520000.0,0,,0,pos_neutral,neutral,3,,POS,,13,,,,,,,,,,,,,,,,,,,,,20452547.33
1620,662.4468,483.3,2898100.0,0,,0,pos_neutral,neutral,3,,POS,,45,,,,,,,,,,,,,,,,,,,,,8219381.160999999
1622,220.1458,255.58,552600.0,0,,0,pos_neutral,neutral,3,,POS,,27,,,,,,,,,,,,,,,CNP0313145|CNP0168960|CNP0207151,220.1463|220.1463|220.1463,0.5|0.5|0.5,O=C1C2OC2C3(C)CCCC(C)(C)C43CC14|O=C1C=C2CCC(C(=C)C)CC2C(C)C1O|O=C(C#C)C=C1OC(CCC1)CCCCC,"InChI=1S/C14H20O2/c1-12(2)5-4-6-13(3)11-10(16-11)9(15)8-7-14(8,12)13/h8,10-11H,4-7H2,1-3H3|InChI=1S/C14H20O2/c1-8(2)10-4-5-11-7-13(15)14(16)9(3)12(11)6-10/h7,9-10,12,14,16H,1,4-6H2,2-3H3|InChI=1S/C14H20O2/c1-3-5-6-8-13-9-7-10-14(16-13)11-12(15)4-2/h2,11,13H,3,5-10H2,1H3",VIYHCJCTDHYTAS-UHFFFAOYSA-N|AUWWCTMETLOZSD-UHFFFAOYSA-N|SODAWQYBFIAKRW-UHFFFAOYSA-N,1435607.618
1623,183.9782,504.95,25154800.0,0,,0,pos_neutral,neutral,2,,POS,,9,,,,,,,,,,,,,,,,,,,,,52554257.559
1624,318.2764,322.28,455100.0,0,,0,pos_neutral,neutral,2,,POS,,65,,,,,,,,,,,,,,,,,,,,,2231528.014
1626,832.753,500.06,3065400.0,0,,0,pos_neutral,neutral,2,,POS,,52,,,,,,,,,,,,,,,,,,,,,15664152.624
1628,858.7672,501.11,6042700.0,0,,0,pos_neutral,neutral,2,,POS,,53,,,,,,,,,,,,,,,,,,,,,34296102.632
1629,272.9096,505.96,5796900.0,0,,0,pos_neutral,neutral,2,,POS,,56,,,,,,,,,,,,,,,,,,,,,14132296.676
1630,520.1107,412.22,2046400.0,0,,0,pos_neutral,neutral,2,,POS,,61,,,,,,,,,,,,,,,,,,,,,1491486.0742
1632,157.9538,203.11,679700.0,0,,0,pos_neutral,neutral,2,,POS,,60,,,,,,,,,,,,,,,,,,,,,2459756.433
1634,157.9536,19.99,2319900.0,0,,0,pos_neutral,neutral,2,,POS,,32,,,,,,,,,,,,,,,,,,,,,1948965.137
1635,362.7819,513.75,1230200.0,0,,0,pos_neutral,neutral,2,,POS,,69,,,,,,,,,,,,,,,,,,,,,24459907.405
1636,286.881,512.07,5300900.0,0,,0,pos_neutral,neutral,2,,POS,,77,,,,,,,,,,,,,,,,,,,,,73332372.75
1637,286.214,311.79,610100.0,0,,0,pos_neutral,neutral,2,,POS,,44,,,,,,,,,,,,,,,CNP0158089,286.2144,0.4,OCC(OC)(C)C1CCC(O)(C)C2CCC(O)(C)C2C1,"InChI=1S/C16H30O4/c1-14(18)7-5-11(16(3,10-17)20-4)9-13-12(14)6-8-15(13,2)19/h11-13,17-19H,5-10H2,1-4H3",ZQKHJAAYIFIRJZ-UHFFFAOYSA-N,201827.0875
1638,123.0796,504.97,3420700.0,0,,0,pos_neutral,neutral,2,,POS,,80,,,,,,,,,,,,,,,,,,,,,8406111.92
1641,162.0312,141.31,4445400.0,0,,0,pos_neutral,neutral,2,,POS,,55,,,,,,,,,,,,,,,,,,,,,39505317.772
1642,458.2949,414.36,722100.0,0,,0,pos_neutral,neutral,2,,POS,,64,,,,,,,,,,,,,,,,,,,,,1789115.008
1647,894.1634,435.57,1512400.0,0,,0,mix_neutral,neutral,2,,MIX,,101,,,,,,,,,,,,,,,,,,,,,5187369.663000001
1648,1026.1696,476.65,1051300.0,0,,0,mix_neutral,neutral,2,,MIX,,102,,,,,,,,,,,,,,,,,,,,,1443545.737
