Index,mz,rt,TIC,charge,mgf_index,rule_points,status,status_universal,adduct_count,Adnotation,ion_mode,feature_id,cluster_id,ldb_ion_name,ldb_ion_mass,ldb_ion_rt,ldb_ion_adduct,ldb_ion_formula,ldb_ion_smiles,ldb_ion_inchi,ldb_ion_inchikey,ldb_ion_class,ldb_ion_instrument,ldb_ion_cos,ldb_ion_matches,ldb_ion_error_mDa,adduct,colotus_name,colotus_mass,colotus_error_mDa,colotus_smiles,colotus_inchi,colotus_inchikey,012_Caperatic_acid
974,476.3295,414.141,423600.0,1,412.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,631.0,64,,,,,,,,,,,,,,,,,,,,,2055768.189
980,368.4254,346.4,459600.0,1,418.0,0,pos_singleton,singleton,0,,POS,640.0,-1,,,,,,,,,,,,,,,,,,,,,2412080.903
982,531.4088,447.942,235200.0,1,420.0,0,pos_singleton,singleton,0,,POS,642.0,-1,,,,,,,,,,,,,,,,,,,,,1692535.004
984,649.1244,399.898,378900.0,1,422.0,0,pos_adduct,adduct,0,[M+K]+,POS,647.0,6,,,,,,,,,,,,,,,,,,,,,2073232.818
989,817.2598,440.227,486400.0,1,427.0,0,pos_singleton,singleton,0,,POS,654.0,-1,,,,,,,,,,,,,,,,,,,,,965981.3076
995,654.3324,356.409,10624000.0,1,433.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,663.0,20,,,,,,,,,,,,,,,,,,,,,2418924.526
1001,190.9876,18.386,314300.0,1,439.0,0,pos_adduct,adduct,0,[M+H+CH3OH]+,POS,671.0,32,,,,,,,,,,,,,,,,,,,,,2044217.716
1032,221.0845,475.219,39100.0,1,470.0,0,pos_singleton,singleton,0,,POS,713.0,-1,,,,,,,,,,,,,,,,,,,,,163406.3959
1035,716.2291,449.238,12661000.0,1,473.0,0,pos_cossingleton,cossingleton,0,,POS,718.0,13,,,,,,,,,,,,,,,,,,,,,711261.8895
1045,223.0627,369.957,209100.0,1,483.0,0,pos_fragment,fragment,0,,POS,730.0,8,,,,,,,,,,,,,,,,,,,,,444517.7875
1050,637.3057,356.167,1756100.0,1,488.0,0,pos_adduct,adduct,0,[M+H]+,POS,735.0,20,,,,,,,,,,,,,,,,,,,,,407735.8449
1054,371.1009,422.85,197000.0,1,492.0,0,pos_fragment,fragment,0,,POS,739.0,48,,,,,,,,,,,,,,,,,,,,,193982.1599
1056,557.0959,457.071,138600.0,1,494.0,0,pos_adduct,adduct,0,[M+K]+,POS,741.0,13,,,,,,,,,,,,,,,,,,,,,297948.1739
1076,335.2196,302.611,87500.0,1,514.0,0,pos_adduct,adduct,0,[M+Na]+,POS,765.0,121,,,,,,,,,,,,,,,,,,,,,4011834.706
1082,420.2936,318.413,69370000.0,1,520.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,773.0,2,,,,,,,,,,,,,,,,,,,,,832639311.3
1083,425.2502,318.569,6408000.0,1,521.0,0,pos_adduct,adduct,0,[M+Na]+,POS,774.0,2,,,,,,,,,,,,,,,,,,,,,548793712.1
1084,758.2226,465.195,74960000.0,1,522.0,0,pos_adduct,adduct,0,[M+H]+,POS,775.0,13,,,,,,,,,,,,,,,,,,,,,372241583.9
1085,610.1849,475.464,141780000.0,1,523.0,0,pos_cossingleton,cossingleton,0,,POS,776.0,115,,,,,,,,,,,,,,,,,,,,,162284136.4
1086,760.2218,464.712,27168000.0,1,524.0,0,pos_cossingleton,cossingleton,0,,POS,777.0,115,,,,,,,,,,,,,,,,,,,,,225553916.9
1087,684.2027,498.845,61500000.0,1,525.0,0,pos_cossingleton,cossingleton,0,,POS,778.0,13,,,,,,,,,,,,,,,,,,,,,135675875.1
1088,827.5121,318.569,1766000.0,1,526.0,0,pos_adduct,adduct,0,[M+H]+,POS,779.0,79,,,,,,,,,,,,,,,,,,,,,107289064.2
1089,686.2014,498.952,12774000.0,1,527.0,0,pos_cossingleton,cossingleton,0,,POS,783.0,115,,,,,,,,,,,,,,,,,,,,,70677168.51
1090,385.2578,319.388,4831000.0,1,528.0,0,pos_fragment,fragment,0,,POS,784.0,2,,,,,,,,,,,,,,,,,,,,,88515056.14
1091,403.2689,318.922,4063000.0,1,529.0,0,pos_adduct,adduct,0,[M+H]+,POS,785.0,2,,,,,,,,,,,,,,,,,,,,,69342183.93
1092,125.9864,505.629,13542000.0,1,530.0,0,pos_adduct,adduct,0,[M+H]+,POS,787.0,49,,,,,,,,,,,,,,,,,,,,,21338490.01
1093,628.1956,399.661,14910000.0,1,531.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,788.0,6,,,,,,,,,,,,,,,,,,,,,24004815.13
1094,367.2477,309.528,1656700.0,1,532.0,0,pos_fragment,fragment,0,,POS,789.0,2,,,,,,,,,,,,,,,,,,,,,34059907.28
1095,613.1827,475.219,13537000.0,1,533.0,0,pos_cossingleton,cossingleton,0,,POS,791.0,115,,,,,,,,,,,,,,,,,,,,,28323557.41
1096,441.2252,256.368,204600.0,1,534.0,0,pos_cossingleton,cossingleton,0,,POS,792.0,139,,,,,,,,,,,,,,,,,,,,,33698118.07
1097,339.2526,319.586,1223700.0,1,535.0,0,pos_fragment,fragment,0,,POS,793.0,2,,,,,,,,,,,,,,,,,,,,,33827032.66
1098,461.3216,318.106,1239700.0,1,536.0,0,pos_adduct,adduct,0,[M+NH4+CH3CN]+,POS,796.0,2,,,,,,,,,,,,,,,,,,,,,20291560.5
1099,357.2625,318.922,633200.0,1,537.0,0,pos_adduct,adduct,0,[M+H]+,POS,803.0,2,,,,,,,,,,,,,,,,,,,,,17311291.27
1100,328.9154,510.819,2920300.0,1,538.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,804.0,77,,,,,,,,,,,,,,,,,,,,,28764001.78
1101,194.1177,16.098,598300.0,1,539.0,0,pos_cossingleton,cossingleton,0,,POS,808.0,55,,,,,,,,,,,,,,,,,,,,,5758540.139
1102,858.4408,318.569,717200.0,1,540.0,0,pos_adduct,adduct,0,[M+H]+,POS,809.0,117,,,,,,,,,,,,,,,,,,,,,8366236.93
1104,448.3242,249.415,131900.0,1,542.0,0,pos_singleton,singleton,0,,POS,813.0,-1,,,,,,,,,,,,,,,,,,,,,16376337.14
1105,849.4935,318.569,1150400.0,1,543.0,0,pos_adduct,adduct,0,[M+Na]+,POS,819.0,79,,,,,,,,,,,,,,,,,,,,,11391412.44
1107,217.1072,89.267,10849000.0,1,545.0,0,pos_adduct,adduct,0,[M+H]+,POS,822.0,14,,,,,,,,,,,,,,,,,,,,,7369398.105
1108,582.208,370.314,240000.0,1,546.0,0,pos_singleton,singleton,0,,POS,825.0,-1,,,,,,,,,,,,,,,,,,,,,6111593.899
1109,730.2453,422.008,45400.0,1,547.0,0,pos_singleton,singleton,0,,POS,826.0,-1,,,,,,,,,,,,,,,,,,,,,5388354.887
1111,453.2173,318.796,242800.0,1,549.0,0,pos_cossingleton,cossingleton,0,,POS,828.0,117,,,,,,,,,,,,,,,,,,,,,9622874.819
1112,208.0395,505.729,1584400.0,1,550.0,0,pos_precursor,precursor,0,,POS,829.0,49,,,,,,,,,,,,,,,,,,,,,3967551.716
1113,404.8164,513.938,813100.0,1,551.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,832.0,69,,,,,,,,,,,,,,,,,,,,,16065458.74
1114,325.2369,313.912,305300.0,1,552.0,0,pos_fragment,fragment,0,,POS,833.0,2,,,,,,,,,,,,,,,,,,,,,6591847.357999999
1115,822.5559,319.027,573600.0,1,553.0,1,pos_adduct,adduct,0,[2M+NH4]+,POS,834.0,2,,,,,,,,,,,,,,,,,,,,,5640102.77
1117,158.9615,32.973,1721900.0,1,555.0,0,pos_adduct,adduct,0,[M+H]+,POS,838.0,71,,,,,,,,,,,,,,,,,,,,,11531668.44
1118,786.2521,464.278,92800.0,1,556.0,0,pos_singleton,singleton,0,,POS,841.0,-1,,,,,,,,,,,,,,,,,,,,,7365579.954
1120,177.1639,176.096,452200.0,1,558.0,0,pos_fragment,fragment,0,,POS,845.0,72,,,,,,,,,,,,,,,,,,,,,5768441.802999999
1121,374.289,316.836,263800.0,1,559.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,846.0,2,,,,,,,,,,,,,,,,,,,,,10046055.21
1123,194.1178,505.213,756700.0,1,561.0,0,pos_cossingleton,cossingleton,0,,POS,849.0,55,,,,,,,,,,,,,,,,,,,,,10210700.8
1124,764.2167,464.733,422600.0,1,562.0,0,pos_cossingleton,cossingleton,0,,POS,850.0,73,,,,,,,,,,,,,,,,,,,,,6938757.885
1125,350.9875,209.53,84700.0,1,563.0,0,pos_singleton,singleton,0,,POS,851.0,-1,,,,,,,,,,,,,,,,,,,,,6735268.653
1126,504.3605,414.543,167300.0,1,564.0,0,pos_cossingleton,cossingleton,0,,POS,852.0,64,,,,,,,,,,,,,,,,,,,,,5313167.47
1127,236.1129,99.774,261600.0,1,565.0,0,pos_singleton,singleton,0,,POS,853.0,-1,,,,,,,,,,,,,,,,,,,,,3331490.334
1130,668.6196,397.015,844000.0,1,568.0,0,pos_cossingleton,cossingleton,0,,POS,863.0,129,,,,,,,,,,,,,,,,,,,,,3300254.038
1131,434.3115,350.219,258600.0,1,569.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,864.0,118,,,,,,,,,,,,,,,,,,,,,3197846.8039999995
1132,680.4814,483.219,1143100.0,1,570.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,867.0,45,,,,,,,,,,,,,,,,,,,,,4224562.811000001
1133,559.132,370.352,484300.0,1,571.0,0,pos_adduct,adduct,0,[M+Na]+,POS,868.0,8,,,,,,,,,,,,,,,,,,,,,3086297.424
1134,363.7896,513.561,417100.0,1,572.0,0,pos_adduct,adduct,0,[M+H]+,POS,869.0,69,,,,,,,,,,,,,,,,,,,,,10216791.91
1135,541.2428,320.214,251500.0,1,573.0,0,pos_singleton,singleton,0,,POS,871.0,-1,,,,,,,,,,,,,,,,,,,,,7688428.708
1136,482.2427,320.577,235300.0,1,574.0,0,pos_singleton,singleton,0,,POS,879.0,-1,,,,,,,,,,,,,,,,,,,,,8668702.117
1137,538.1449,412.24,974100.0,1,575.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,881.0,61,,,,,,,,,,,,,,,,,,,,,2314028.062
1138,508.1889,334.788,95400.0,1,576.0,0,pos_singleton,singleton,0,,POS,882.0,-1,,,,,,,,,,,,,,,,,,,,,2740539.55
1139,834.2568,502.936,831500.0,1,577.0,0,pos_cossingleton,cossingleton,0,,POS,883.0,73,,,,,,,,,,,,,,,,,,,,,2106352.581
1140,640.5879,387.697,518900.0,1,578.0,0,pos_cossingleton,cossingleton,0,,POS,886.0,129,,,,,,,,,,,,,,,,,,,,,2300778.26
1142,480.1573,334.785,2209400.0,1,580.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,891.0,16,,,,,,,,,,,,,,,,,,,,,2593628.524
1143,1044.2031,476.755,716000.0,1,581.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,893.0,102,,,,,,,,,,,,,,,,,,,,,2534669.907
1144,638.2154,475.729,318000.0,1,582.0,0,pos_singleton,singleton,0,,POS,894.0,-1,,,,,,,,,,,,,,,,,,,,,2054734.369
1145,406.2801,297.316,182300.0,1,583.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,896.0,43,,,,,,,,,,,,,,,,,,,,,3685081.745
1146,376.0606,210.097,108700.0,1,584.0,0,pos_singleton,singleton,0,,POS,897.0,-1,,,,,,,,,,,,,,,,,,,,,3734177.265
1148,439.2011,296.511,222700.0,1,586.0,0,pos_singleton,singleton,0,,POS,901.0,-1,,,,,,,,,,,,,,,,,,,,,3882795.327
1149,712.2334,499.057,67800.0,1,587.0,0,pos_singleton,singleton,0,,POS,902.0,-1,,,,,,,,,,,,,,,,,,,,,2290170.235
1150,234.1337,89.332,2164000.0,1,588.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,903.0,14,,,,,,,,,,,,,,,,,,,,,2047065.453
1151,437.3305,350.577,222900.0,1,589.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,904.0,119,,,,,,,,,,,,,,,,,,,,,2150778.278
1154,596.1688,468.283,14009000.0,1,592.0,0,pos_cossingleton,cossingleton,0,,POS,916.0,13,,,,,,,,,,,,,,,,,,,,,1622985.0380000002
1156,416.3738,408.749,46600.0,1,594.0,0,pos_singleton,singleton,0,,POS,926.0,-1,,,,,,,,,,,,,,,,,,,,,2580431.339
1157,985.2364,451.352,544100.0,1,595.0,0,pos_cossingleton,cossingleton,0,,POS,927.0,115,,,,,,,,,,,,,,,,,,,,,4324464.265
1158,721.507,482.925,1199100.0,1,596.0,0,pos_singleton,singleton,0,,POS,928.0,-1,,,,,,,,,,,,,,,,,,,,,2303585.623
1159,157.0353,16.058,985700.0,1,597.0,0,pos_singleton,singleton,0,,POS,929.0,-1,,,,,,,,,,,,,,,,,,,,,797834.1259999999
1161,226.1803,158.197,191300.0,1,599.0,0,pos_fragment,fragment,0,,POS,933.0,38,,,,,,,,,,,,,,,,,,,,,1612771.2859999998
1166,772.2372,464.475,101100.0,1,604.0,0,pos_singleton,singleton,0,,POS,944.0,-1,,,,,,,,,,,,,,,,,,,,,2059646.131
1167,952.3026,471.851,80900.0,1,605.0,0,pos_singleton,singleton,0,,POS,946.0,-1,,,,,,,,,,,,,,,,,,,,,815311.4653
1168,343.2961,199.67,235500.0,1,606.0,0,pos_singleton,singleton,0,,POS,947.0,-1,,,,,,,,,,,,,,,,,,,,,1281695.241
1169,682.3637,356.561,145900.0,1,607.0,0,pos_cossingleton,cossingleton,0,,POS,949.0,20,,,,,,,,,,,,,,,,,,,,,1116363.172
1170,743.2404,421.965,298900.0,1,608.0,0,pos_singleton,singleton,0,,POS,951.0,-1,,,,,,,,,,,,,,,,,,,,,1019467.673
1171,191.1043,125.546,71700.0,1,609.0,0,pos_singleton,singleton,0,,POS,952.0,-1,,,,,,,,,,,,,,,,,,,,,3764667.835
1175,324.2171,288.834,276500.0,1,613.0,0,pos_cossingleton,cossingleton,0,,POS,962.0,133,,,,,,,,,,,,,,,,,,,,,1788661.269
1176,245.1516,229.891,63300.0,1,614.0,0,pos_singleton,singleton,0,,POS,965.0,-1,,,,,,,,,,,,,,,,,,,,,3934297.48
1177,157.0837,42.588,101300.0,1,615.0,0,pos_singleton,singleton,0,,POS,967.0,-1,,,,,,,,,,,,,,,,,,,,,3514550.106
1178,303.8828,19.191,214300.0,1,616.0,0,pos_cossingleton,cossingleton,0,,POS,968.0,77,,,,,,,,,,,,,,,,,,,,,840718.6742
1179,779.1507,464.572,101200.0,1,617.0,0,pos_singleton,singleton,0,,POS,971.0,-1,,,,,,,,,,,,,,,,,,,,,1438903.0469999998
1180,163.0979,496.073,160200.0,1,618.0,0,pos_cossingleton,cossingleton,0,,POS,973.0,55,,,,,,,,,,,,,,,,,,,,,125915.9949
1181,262.165,89.118,19100.0,1,619.0,0,pos_singleton,singleton,0,,POS,974.0,-1,,,,,,,,,,,,,,,,,,,,,945105.7185
1182,552.1616,442.921,3174200.0,1,620.0,0,pos_cossingleton,cossingleton,0,,POS,975.0,13,,,,,,,,,,,,,,,,,,,,,623651.4688
1183,372.1361,260.879,54200.0,1,621.0,0,pos_singleton,singleton,0,,POS,976.0,-1,,,,,,,,,,,,,,,,,,,,,1220192.642
1184,149.0234,289.277,4462000.0,1,622.0,0,pos_fragment,fragment,0,,POS,977.0,59,,,,,,,,,,,,,,,,,,,,,1440902.2230000002
1185,1012.2686,499.34,108100.0,1,623.0,0,pos_singleton,singleton,0,,POS,979.0,-1,,,,,,,,,,,,,,,,,,,,,1168069.85
1186,337.0752,245.758,110000.0,1,624.0,0,pos_adduct,adduct,0,[M+Na]+,POS,980.0,25,,,,,,,,,,,,,,,,,,,,,737654.4414
1187,501.0865,334.762,108400.0,1,625.0,0,pos_adduct,adduct,0,[M+K]+,POS,981.0,16,,,,,,,,,,,,,,,,,,,,,850764.604
1191,222.17,158.66,262900.0,1,629.0,0,pos_singleton,singleton,0,,POS,988.0,-1,,,,,,,,,,,,,,,,,,,,,1087693.568
1192,229.1412,95.328,121100.0,1,630.0,0,pos_cossingleton,cossingleton,0,,POS,989.0,14,,,,,,,,,,,,,,,,,,,,,1730178.699
1193,642.2112,432.003,9515000.0,1,631.0,0,pos_cossingleton,cossingleton,0,,POS,990.0,13,,,,,,,,,,,,,,,,,,,,,612781.2146
1194,642.2118,399.658,85200.0,1,632.0,0,pos_singleton,singleton,0,,POS,991.0,-1,,,,,,,,,,,,,,,,,,,,,597326.6731
1195,327.0084,256.18,174700.0,1,633.0,0,pos_cossingleton,cossingleton,0,,POS,992.0,124,,,,,,,,,,,,,,,,,,,,,288030.0413
1196,223.0623,399.709,278200.0,1,634.0,0,pos_cossingleton,cossingleton,0,,POS,993.0,25,,,,,,,,,,,,,,,,,,,,,484798.1471
1198,213.1851,176.143,933300.0,1,636.0,0,pos_cossingleton,cossingleton,0,,POS,996.0,19,,,,,,,,,,,,,,,,,,,,,811255.3463
1199,335.2194,279.353,155400.0,1,637.0,0,pos_singleton,singleton,0,,POS,997.0,-1,,,,,,,,,,,,,,,,,,,,,1672617.445
1200,386.1518,278.512,45100.0,1,638.0,0,pos_singleton,singleton,0,,POS,998.0,-1,,,,,,,,,,,,,,,,,,,,,942638.9085
1203,626.1803,459.29,12901000.0,1,641.0,0,pos_cossingleton,cossingleton,0,,POS,1001.0,13,Polyporic acid,626.1815,457.93399,[2M+H+CH3CN]+,C18H12O4,c1ccc(cc1)C1=C(C(=O)C(=C(C1=O)O)c1ccccc1)O,"InChI=1S/C18H12O4/c19-15-13(11-7-3-1-4-8-11)16(20)18(22)14(17(15)21)12-9-5-2-6-10-12/h1-10,19,22H",HZKFHDXTSAYOSN-UHFFFAOYSA-N,Quinones,Thermo Q-Exactive Focus,0.95,17,1.2,,,,,,,,600541.3165
1204,459.3025,414.571,298500.0,1,642.0,0,pos_adduct,adduct,0,[M+H]+,POS,1003.0,64,,,,,,,,,,,,,,,,,,,,,828675.2692
1205,705.1341,499.401,184100.0,1,643.0,0,pos_singleton,singleton,0,,POS,1004.0,-1,,,,,,,,,,,,,,,,,,,,,435368.817
1206,1026.3233,494.505,104500.0,1,644.0,0,pos_singleton,singleton,0,,POS,1008.0,-1,,,,,,,,,,,,,,,,,,,,,452742.9008
1207,698.2192,499.163,72400.0,1,645.0,0,pos_singleton,singleton,0,,POS,1009.0,-1,,,,,,,,,,,,,,,,,,,,,438086.7133
1208,371.1012,340.178,975200.0,1,646.0,0,pos_fragment,fragment,0,,POS,1011.0,16,,,,,,,,,,,,,,,,,,,,,489576.0956
1209,521.1187,412.198,1072300.0,1,647.0,0,pos_adduct,adduct,0,[M+H]+,POS,1013.0,61,,,,,,,,,,,,,,,,,,,,,391957.3394
1211,781.1802,439.938,1218300.0,1,649.0,0,pos_cossingleton,cossingleton,0,,POS,1015.0,115,,,,,,,,,,,,,,,,,,,,,178533.0784
1212,947.2874,498.945,118200.0,1,650.0,0,pos_singleton,singleton,0,,POS,1016.0,-1,,,,,,,,,,,,,,,,,,,,,717844.1433
1213,312.23,263.821,205000.0,1,651.0,0,pos_cossingleton,cossingleton,0,,POS,1017.0,124,,,,,,,,,,,,,,,,,,,,,632986.0146
1214,595.1608,476.257,133600.0,1,652.0,0,pos_singleton,singleton,0,,POS,1018.0,-1,,,,,,,,,,,,,,,,,,,,,352324.7397
1215,245.1385,102.392,367200.0,1,653.0,0,pos_singleton,singleton,0,,POS,1019.0,-1,,,,,,,,,,,,,,,,,,,,,682171.7593
1216,321.2045,208.21,106600.0,1,654.0,0,pos_singleton,singleton,0,,POS,1020.0,-1,,,,,,,,,,,,,,,,,,,,,696017.1011
1217,235.0966,277.724,340200.0,1,655.0,0,pos_fragment,fragment,0,,POS,1021.0,86,,,,,,,,,,,,,,,,,,,,,369450.888
1218,524.1296,404.027,270300.0,1,656.0,0,pos_cossingleton,cossingleton,0,,POS,1022.0,16,,,,,,,,,,,,,,,,,,,,,346597.9591
1219,313.2141,305.136,88800.0,1,657.0,0,pos_singleton,singleton,0,,POS,1023.0,-1,,,,,,,,,,,,,,,,,,,,,890637.1023
1220,624.2002,475.967,82100.0,1,658.0,0,pos_cossingleton,cossingleton,0,,POS,1024.0,139,,,,,,,,,,,,,,,,,,,,,371751.864
1221,611.1678,399.787,651400.0,1,659.0,0,pos_adduct,adduct,0,[M+H]+,POS,1025.0,6,,,,,,,,,,,,,,,,,,,,,291001.7342
1222,281.0519,476.073,30200.0,1,660.0,0,pos_cossingleton,cossingleton,0,,POS,1026.0,23,,,,,,,,,,,,,,,,,,,,,347824.1657
1223,864.2676,486.901,2150300.0,1,661.0,0,pos_cossingleton,cossingleton,0,,POS,1027.0,13,,,,,,,,,,,,,,,,,,,,,301470.2751
1224,873.268,457.351,42000.0,1,662.0,0,pos_singleton,singleton,0,,POS,1028.0,-1,,,,,,,,,,,,,,,,,,,,,690056.8635
1225,264.1442,99.611,37400.0,1,663.0,0,pos_singleton,singleton,0,,POS,1029.0,-1,,,,,,,,,,,,,,,,,,,,,254107.1739
1226,290.269,161.781,158700.0,1,664.0,0,pos_cossingleton,cossingleton,0,,POS,1030.0,14,,,,,,,,,,,,,,,,,,,,,270445.2361
1227,552.1977,430.957,238700.0,1,665.0,0,pos_cossingleton,cossingleton,0,,POS,1032.0,6,,,,,,,,,,,,,,,,,,,,,220601.2952
1228,221.0845,475.646,29600.0,1,666.0,0,pos_singleton,singleton,0,,POS,1033.0,-1,,,,,,,,,,,,,,,,,,,,,211164.9123
1229,566.1765,412.552,16000.0,1,667.0,0,pos_singleton,singleton,0,,POS,1034.0,-1,,,,,,,,,,,,,,,,,,,,,267291.2406
1230,211.0948,104.668,167200.0,1,668.0,0,pos_adduct,adduct,0,[M+Na]+,POS,1035.0,120,,,,,,,,,,,,,,,,,,,,,552191.7474
1232,700.1997,478.413,4663000.0,1,670.0,0,pos_cossingleton,cossingleton,0,,POS,1040.0,127,,,,,,,,,,,,,,,,,,,,,251073.1796
1233,372.0663,306.597,290400.0,1,671.0,0,pos_cossingleton,cossingleton,0,,POS,1041.0,124,,,,,,,,,,,,,,,,,,,,,639425.8305
1234,928.8343,502.716,151600.0,1,672.0,0,pos_singleton,singleton,0,,POS,1043.0,-1,,,,,,,,,,,,,,,,,,,,,259042.993
1235,257.0422,99.729,26500.0,1,673.0,0,pos_singleton,singleton,0,,POS,1044.0,-1,,,,,,,,,,,,,,,,,,,,,218466.4799
1237,1056.29,467.653,2310700.0,1,675.0,0,pos_cossingleton,cossingleton,0,,POS,1046.0,115,,,,,,,,,,,,,,,,,,,,,164781.988
1238,631.1147,475.772,171000.0,1,676.0,0,pos_singleton,singleton,0,,POS,1047.0,-1,,,,,,,,,,,,,,,,,,,,,219644.0348
1239,297.083,293.52,382700.0,1,677.0,0,pos_fragment,fragment,0,,POS,1048.0,23,,,,,,,,,,,,,,,,,,,,,200710.7372
1240,334.2224,76.714,263500.0,1,678.0,0,pos_cossingleton,cossingleton,0,,POS,1049.0,129,,,,,,,,,,,,,,,,,,,,,278346.9097
1241,223.0639,183.275,373600.0,1,679.0,0,pos_cossingleton,cossingleton,0,,POS,1051.0,23,,,,,,,,,,,,,,,,,,,,,194560.0803
1242,239.149,44.717,703800.0,1,680.0,0,pos_fragment,fragment,0,,POS,1052.0,87,,,,,,,,,,,,,,,,,,,,,498764.2152
1243,308.0256,475.744,184700.0,1,681.0,0,pos_cossingleton,cossingleton,0,,POS,1053.0,9,,,,,,,,,,,,,,,,,,,,,179925.7106
1244,244.1543,122.764,268200.0,1,682.0,0,pos_singleton,singleton,0,,POS,1054.0,-1,,,,,,,,,,,,,,,,,,,,,281418.6199
1245,317.1152,289.193,53900.0,1,683.0,0,pos_singleton,singleton,0,,POS,1055.0,-1,,,,,,,,,,,,,,,,,,,,,281929.6898
1246,656.2256,459.541,2208600.0,1,684.0,0,pos_cossingleton,cossingleton,0,,POS,1056.0,127,,,,,,,,,,,,,,,,,,,,,167292.0753
1247,358.2954,307.423,1029000.0,1,685.0,0,pos_singleton,singleton,0,,POS,1057.0,-1,,,,,,,,,,,,,,,,,,,,,251781.9609
1249,1021.3049,504.663,163900.0,1,687.0,0,pos_singleton,singleton,0,,POS,1060.0,-1,,,,,,,,,,,,,,,,,,,,,120740.572
1250,640.1952,432.445,62400.0,1,688.0,0,pos_singleton,singleton,0,,POS,1061.0,-1,,,,,,,,,,,,,,,,,,,,,102977.4216
1251,1056.2943,503.478,2421600.0,1,689.0,0,pos_cossingleton,cossingleton,0,,POS,1062.0,115,,,,,,,,,,,,,,,,,,,,,61761.33129
1253,808.2219,421.023,81100.0,1,691.0,0,pos_singleton,singleton,0,,POS,1064.0,-1,,,,,,,,,,,,,,,,,,,,,214887.1922
1254,582.209,441.842,2040100.0,1,692.0,0,pos_cossingleton,cossingleton,0,,POS,1065.0,127,,,,,,,,,,,,,,,,,,,,,123255.1889
1255,332.1199,245.626,696800.0,1,693.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,1066.0,25,,,,,,,,,,,,,,,,,,,,,153958.0126
1257,223.0965,193.569,625900.0,1,695.0,0,pos_cossingleton,cossingleton,0,,POS,1068.0,133,,,,,,,,,,,,,,,,,,,,,214234.375
1259,255.063,89.193,48400.0,1,697.0,0,pos_adduct,adduct,0,[M+K]+,POS,1070.0,14,,,,,,,,,,,,,,,,,,,,,119045.8014
1260,248.1492,89.331,42800.0,1,698.0,0,pos_singleton,singleton,0,,POS,1073.0,-1,,,,,,,,,,,,,,,,,,,,,102032.8783
1261,155.0704,88.885,133900.0,1,699.0,0,pos_fragment,fragment,0,,POS,1074.0,14,,,,,,,,,,,,,,,,,,,,,122243.601
1264,730.2452,479.177,2463600.0,1,702.0,0,pos_cossingleton,cossingleton,0,,POS,1077.0,127,,,,,,,,,,,,,,,,,,,,,79111.27526000001
1265,369.1242,310.623,1262300.0,1,703.0,0,pos_singleton,singleton,0,,POS,1078.0,-1,,,,,,,,,,,,,,,,,,,,,203369.9165
1267,266.2112,262.963,19400.0,1,705.0,0,pos_singleton,singleton,0,,POS,1080.0,-1,,,,,,,,,,,,,,,,,,,,,124364.308
1268,414.3217,308.156,290400.0,1,706.0,0,pos_singleton,singleton,0,,POS,1081.0,-1,,,,,,,,,,,,,,,,,,,,,176944.878
1269,459.2017,277.797,808700.0,1,707.0,0,pos_adduct,adduct,0,[M+H]+,POS,1082.0,116,Glomelliferic acid|Miriquidic acid,459.2019|459.2019,274.388|274.747009,[M+H]+|[M+H]+,C25H30O8|C25H30O8,Oc1c(C(=O)Oc2cc(O)c(C(=O)O)c(CCCCC)c2)c(CC(=O)CCC)cc(OC)c1|Oc1cc(OC(=O)c2c(O)cc(OC)cc2CCC(=O)CC)cc(CCCCC)c1C(=O)O,"InChI=1S/C25H30O8/c1-4-6-7-9-15-11-19(14-20(27)22(15)24(29)30)33-25(31)23-16(10-17(26)8-5-2)12-18(32-3)13-21(23)28/h11-14,27-28H,4-10H2,1-3H3,(H,29,30)|InChI=1S/C25H30O8/c1-4-6-7-8-15-12-19(14-20(27)22(15)24(29)30)33-25(31)23-16(9-10-17(26)5-2)11-18(32-3)13-21(23)28/h11-14,27-28H,4-10H2,1-3H3,(H,29,30)",PKLMGLZTAHCGBQ-UHFFFAOYSA-N|UCYIOAVHQGSYLP-UHFFFAOYSA-N,Depsides (Didepsides)|Depsides (Didepsides),Thermo Q-Exactive Focus|Thermo Q-Exactive Focus,0.99|0.63,9|3,0.2|0.2,,,,,,,,75615.3109
1270,228.196,275.052,220100.0,1,708.0,0,pos_cossingleton,cossingleton,0,,POS,1083.0,19,,,,,,,,,,,,,,,,,,,,,273020.2984
