Index,mz,rt,TIC,charge,mgf_index,rule_points,status,status_universal,adduct_count,Adnotation,ion_mode,feature_id,cluster_id,ldb_ion_name,ldb_ion_mass,ldb_ion_rt,ldb_ion_adduct,ldb_ion_formula,ldb_ion_smiles,ldb_ion_inchi,ldb_ion_inchikey,ldb_ion_class,ldb_ion_instrument,ldb_ion_cos,ldb_ion_matches,ldb_ion_error_mDa,adduct,colotus_name,colotus_mass,colotus_error_mDa,colotus_smiles,colotus_inchi,colotus_inchikey,002_2_Hydroxy_4_6_dimethoxyacetophenone.mzXML Peak area,004_Acetylportentol.mzXML Peak area,007_12_Desoxydiacetylpyxinol.mzXML Peak area,008_12_Desoxypyxinol.mzXML Peak area,011_Bourgeanic_acid.mzXML Peak area,012_Caperatic_acid.mzXML Peak area
922,153.1274,212.202,500000.0,1,360.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,531.0,3,,,,,,,,,,,,,,,,,,,,,0.0,17150108.24,0.0,0.0,0.0,0.0
923,255.9447,505.749,1069500.0,1,361.0,0,pos_adduct,adduct,0,[M+H]+,POS,532.0,36,,,,,,,,,,,,,,,,,,,,,4169349.07,4306930.072,5309902.963,4916756.58,5577981.712,5582951.03
927,391.1518,211.747,105800.0,1,365.0,0,pos_adduct,adduct,0,[M+K]+,POS,544.0,3,,,,,,,,,,,,,,,,,,,,,0.0,11038089.42,0.0,0.0,0.0,0.0
928,167.0132,205.027,2081000.0,1,366.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,545.0,42,,,,,,,,,,,,,,,,,,,,,0.0,3215867.862,0.0,0.0,0.0,0.0
929,167.0131,244.079,1792100.0,1,367.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,547.0,24,,,,,,,,,,,,,,,,,,,,,0.0,15188520.44,0.0,0.0,0.0,0.0
930,554.1764,370.545,7945000.0,1,368.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,549.0,8,,,,,,,,,,,,,,,,,,,,,5187908.903,6915754.615,14112128.32,13564035.57,11117982.34,13350993.6
936,702.2143,448.544,2531000.0,1,374.0,0,pos_adduct,adduct,0,[2M+NH4]+,POS,560.0,11,,,,,,,,,,,,,,,,,,,,,3500847.633,4824753.957,8387002.94,5420146.207,5871973.539,8404052.522
944,125.9867,200.688,1971200.0,1,382.0,0,pos_adduct,adduct,0,[M+H]+,POS,578.0,42,,,,,,,,,,,,,,,,,,,,,0.0,1662886.6,0.0,3622358.602,0.0,0.0
945,180.99,510.739,1004700.0,1,383.0,0,pos_adduct,adduct,0,[M+H]+,POS,579.0,107,,,,,,,,,,,,,,,,,,,,,10957171.7,11063314.06,11100178.91,11109427.48,0.0,0.0
949,125.9865,249.003,1634000.0,1,387.0,0,pos_adduct,adduct,0,[M+H]+,POS,586.0,24,,,,,,,,,,,,,,,,,,,,,0.0,7038583.15,0.0,0.0,0.0,0.0
974,476.3295,414.141,423600.0,1,412.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,631.0,64,,,,,,,,,,,,,,,,,,,,,2125857.369,1997535.414,1918614.925,1789115.008,2089179.459,2055768.189
978,163.0391,249.094,313700.0,1,416.0,0,pos_adduct,adduct,0,[M+H]+,POS,636.0,57,,,,,,,,,,,,,,,,,,,,,0.0,3068471.238,0.0,0.0,0.0,0.0
984,649.1244,399.898,378900.0,1,422.0,0,pos_adduct,adduct,0,[M+K]+,POS,647.0,6,,,,,,,,,,,,,,,,,,,,,0.0,1131173.538,0.0,0.0,1688272.7019999998,2073232.818
985,336.3106,322.223,348000.0,1,423.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,648.0,65,,,,,,,,,,,,,,,,,,,,,2403824.276,2306686.662,2150921.858,2231528.014,0.0,0.0
995,654.3324,356.409,10624000.0,1,433.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,663.0,20,,,,,,,,,,,,,,,,,,,,,1418756.611,1004014.355,854479.6458,1276500.643,1100243.528,2418924.526
1001,190.9876,18.386,314300.0,1,439.0,0,pos_adduct,adduct,0,[M+H+CH3OH]+,POS,671.0,32,,,,,,,,,,,,,,,,,,,,,2656092.352,2231035.855,1872810.942,1948965.137,1810651.229,2044217.716
1018,319.2844,322.33,107100.0,1,456.0,0,pos_adduct,adduct,0,[M+H]+,POS,697.0,65,,,,,,,,,,,,,,,,,,,,,0.0,953183.2248,0.0,0.0,0.0,0.0
1027,249.2061,184.678,130200.0,1,465.0,0,pos_adduct,adduct,0,[M+H]+,POS,706.0,63,,,,,,,,,,,,,,,,,,,,,0.0,689757.2848,0.0,0.0,0.0,0.0
1034,195.0655,246.211,1042500.0,1,472.0,1,pos_adduct,adduct,0,[M+H+CH3OH]+,POS,715.0,57,,,,,,,,,,,,,,,,,,,,,0.0,790974.2563,0.0,0.0,0.0,0.0
1050,637.3057,356.167,1756100.0,1,488.0,0,pos_adduct,adduct,0,[M+H]+,POS,735.0,20,,,,,,,,,,,,,,,,,,,,,218659.0735,147617.4163,127178.8176,194431.4538,0.0,407735.8449
1056,557.0959,457.071,138600.0,1,494.0,0,pos_adduct,adduct,0,[M+K]+,POS,741.0,13,,,,,,,,,,,,,,,,,,,,,0.0,115837.9333,0.0,0.0,1263482.127,297948.1739
1076,335.2196,302.611,87500.0,1,514.0,0,pos_adduct,adduct,0,[M+Na]+,POS,765.0,121,,,,,,,,,,,,,,,,,,,,,0.0,226115.1849,0.0,0.0,0.0,4011834.706
1082,420.2936,318.413,69370000.0,1,520.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,773.0,2,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,832639311.3
1083,425.2502,318.569,6408000.0,1,521.0,0,pos_adduct,adduct,0,[M+Na]+,POS,774.0,2,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,548793712.1
1084,758.2226,465.195,74960000.0,1,522.0,0,pos_adduct,adduct,0,[M+H]+,POS,775.0,13,,,,,,,,,,,,,,,,,,,,,31305076.46,804427827.2,553307429.9,7576323.857000001,16032389.75,372241583.9
1088,827.5121,318.569,1766000.0,1,526.0,0,pos_adduct,adduct,0,[M+H]+,POS,779.0,79,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,107289064.2
1091,403.2689,318.922,4063000.0,1,529.0,0,pos_adduct,adduct,0,[M+H]+,POS,785.0,2,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,69342183.93
1092,125.9864,505.629,13542000.0,1,530.0,0,pos_adduct,adduct,0,[M+H]+,POS,787.0,49,,,,,,,,,,,,,,,,,,,,,17160120.76,15756750.51,14995046.79,18242953.31,16904424.46,21338490.01
1093,628.1956,399.661,14910000.0,1,531.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,788.0,6,,,,,,,,,,,,,,,,,,,,,10413614.62,14204246.96,28368894.39,13095032.54,18664617.82,24004815.13
1098,461.3216,318.106,1239700.0,1,536.0,0,pos_adduct,adduct,0,[M+NH4+CH3CN]+,POS,796.0,2,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,20291560.5
1099,357.2625,318.922,633200.0,1,537.0,0,pos_adduct,adduct,0,[M+H]+,POS,803.0,2,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,17311291.27
1100,328.9154,510.819,2920300.0,1,538.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,804.0,77,,,,,,,,,,,,,,,,,,,,,28185939.75,27102505.91,28417369.08,26682003.34,28426099.42,28764001.78
1102,858.4408,318.569,717200.0,1,540.0,0,pos_adduct,adduct,0,[M+H]+,POS,809.0,117,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,8366236.93
1105,849.4935,318.569,1150400.0,1,543.0,0,pos_adduct,adduct,0,[M+Na]+,POS,819.0,79,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,11391412.44
1107,217.1072,89.267,10849000.0,1,545.0,0,pos_adduct,adduct,0,[M+H]+,POS,822.0,14,,,,,,,,,,,,,,,,,,,,,3457996.211,5223221.855,3269391.59,3433879.021,39662111.59,7369398.105
1113,404.8164,513.938,813100.0,1,551.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,832.0,69,,,,,,,,,,,,,,,,,,,,,15907051.73,15716571.94,15859908.06,15049829.64,16037752.09,16065458.74
1115,822.5559,319.027,573600.0,1,553.0,1,pos_adduct,adduct,0,[2M+NH4]+,POS,834.0,2,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,5640102.77
1117,158.9615,32.973,1721900.0,1,555.0,0,pos_adduct,adduct,0,[M+H]+,POS,838.0,71,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,6578666.937999999,11531668.44
1121,374.289,316.836,263800.0,1,559.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,846.0,2,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,10046055.21
1131,434.3115,350.219,258600.0,1,569.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,864.0,118,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3197846.8039999995
1132,680.4814,483.219,1143100.0,1,570.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,867.0,45,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,6024879.615,4224562.811000001
1133,559.132,370.352,484300.0,1,571.0,0,pos_adduct,adduct,0,[M+Na]+,POS,868.0,8,,,,,,,,,,,,,,,,,,,,,1120354.551,1784725.021,3299393.222,0.0,2788858.2,3086297.424
1134,363.7896,513.561,417100.0,1,572.0,0,pos_adduct,adduct,0,[M+H]+,POS,869.0,69,,,,,,,,,,,,,,,,,,,,,9173951.743,9519604.017,9792512.776,9410077.765,0.0,10216791.91
1137,538.1449,412.24,974100.0,1,575.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,881.0,61,,,,,,,,,,,,,,,,,,,,,527308.1912,1218232.004,1945177.731,1292485.191,2183942.186,2314028.062
1142,480.1573,334.785,2209400.0,1,580.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,891.0,16,,,,,,,,,,,,,,,,,,,,,1025662.016,1286017.175,2071034.324,1049412.422,0.0,2593628.524
1143,1044.2031,476.755,716000.0,1,581.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,893.0,102,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2233940.133,2534669.907
1145,406.2801,297.316,182300.0,1,583.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,896.0,43,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3685081.745
1150,234.1337,89.332,2164000.0,1,588.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,903.0,14,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,10684075.91,2047065.453
1151,437.3305,350.577,222900.0,1,589.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,904.0,119,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2150778.278
1186,337.0752,245.758,110000.0,1,624.0,0,pos_adduct,adduct,0,[M+Na]+,POS,980.0,25,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,638398.6132,737654.4414
1187,501.0865,334.762,108400.0,1,625.0,0,pos_adduct,adduct,0,[M+K]+,POS,981.0,16,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,850764.604
1204,459.3025,414.571,298500.0,1,642.0,0,pos_adduct,adduct,0,[M+H]+,POS,1003.0,64,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,828675.2692
1209,521.1187,412.198,1072300.0,1,647.0,0,pos_adduct,adduct,0,[M+H]+,POS,1013.0,61,,,,,,,,,,,,,,,,,,,,,60107.25083,0.0,339151.2642,199000.8832,384298.2587,391957.3394
1221,611.1678,399.787,651400.0,1,659.0,0,pos_adduct,adduct,0,[M+H]+,POS,1025.0,6,,,,,,,,,,,,,,,,,,,,,100586.8839,0.0,374070.7046,153965.9476,237768.7399,291001.7342
1230,211.0948,104.668,167200.0,1,668.0,0,pos_adduct,adduct,0,[M+Na]+,POS,1035.0,120,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,552191.7474
1255,332.1199,245.626,696800.0,1,693.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,1066.0,25,,,,,,,,,,,,,,,,,,,,,0.0,33200.1201,0.0,0.0,0.0,153958.0126
1259,255.063,89.193,48400.0,1,697.0,0,pos_adduct,adduct,0,[M+K]+,POS,1070.0,14,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,119045.8014
1269,459.2017,277.797,808700.0,1,707.0,0,pos_adduct,adduct,0,[M+H]+,POS,1082.0,116,Glomelliferic acid|Miriquidic acid,459.2019|459.2019,274.388|274.747009,[M+H]+|[M+H]+,C25H30O8|C25H30O8,Oc1c(C(=O)Oc2cc(O)c(C(=O)O)c(CCCCC)c2)c(CC(=O)CCC)cc(OC)c1|Oc1cc(OC(=O)c2c(O)cc(OC)cc2CCC(=O)CC)cc(CCCCC)c1C(=O)O,"InChI=1S/C25H30O8/c1-4-6-7-9-15-11-19(14-20(27)22(15)24(29)30)33-25(31)23-16(10-17(26)8-5-2)12-18(32-3)13-21(23)28/h11-14,27-28H,4-10H2,1-3H3,(H,29,30)|InChI=1S/C25H30O8/c1-4-6-7-8-15-12-19(14-20(27)22(15)24(29)30)33-25(31)23-16(9-10-17(26)5-2)11-18(32-3)13-21(23)28/h11-14,27-28H,4-10H2,1-3H3,(H,29,30)",PKLMGLZTAHCGBQ-UHFFFAOYSA-N|UCYIOAVHQGSYLP-UHFFFAOYSA-N,Depsides (Didepsides)|Depsides (Didepsides),Thermo Q-Exactive Focus|Thermo Q-Exactive Focus,0.99|0.63,9|3,0.2|0.2,,,,,,,,0.0,0.0,0.0,0.0,0.0,75615.3109
1278,287.2218,311.647,242400.0,1,716.0,0,pos_adduct,adduct,0,[M+H]+,POS,1092.0,44,,,,,,,,,,,,,,,,,,,,,50617.45246,50808.29998,65331.81024,51846.585,91719.18655,71399.55312000001
1285,315.0934,245.447,423700.0,1,723.0,0,pos_adduct,adduct,0,[M+H]+,POS,1099.0,25,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,37473.75087,44408.328160000005
1287,519.1391,457.426,481400.0,1,725.0,0,pos_adduct,adduct,0,[M+H]+,POS,1272.0,13,,,,,,,,,,,,,,,,,,,,,0.0,84896.84577999999,0.0,0.0,932486.7672,270880.6219
1299,167.013,333.645,17347000.0,1,737.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,1490.0,54,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,13860694.07,0.0
1300,195.0653,141.482,1200000.0,1,738.0,1,pos_adduct,adduct,0,[M+H+CH3OH]+,POS,1508.0,55,,,,,,,,,,,,,,,,,,,,,6916737.159,6826167.352000001,6328617.022999999,6718356.642000001,6499927.672,6096326.687000001
1308,387.3095,334.211,196440000.0,1,746.0,0,pos_adduct,adduct,0,[M+H]+,POS,1668.0,0,Bourgeanic acid,387.311,330.596985,[M+H]+,C22H42O5,CC[C@@H](C)C[C@@H](C)[C@@H]([C@H](C)C(=O)O[C@@H]([C@H](C)C[C@H](C)CC)[C@H](C)C(=O)O)O,"InChI=1S/C22H42O5/c1-9-13(3)11-15(5)19(23)17(7)22(26)27-20(18(8)21(24)25)16(6)12-14(4)10-2/h13-20,23H,9-12H2,1-8H3,(H,24,25)/t13-,14-,15-,16-,17+,18+,19+,20+/m1/s1",ZQEUMOKDJCSNHB-IHRHECOVSA-N,Acids,Thermo Q-Exactive Focus,0.97,10,1.5,,,,,,,,0.0,0.0,0.0,0.0,3366502459.0,1440069.429
1309,404.3363,334.559,35360000.0,1,747.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,1669.0,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2566205463.0,0.0
1310,185.1532,334.559,66700000.0,1,748.0,0,pos_adduct,adduct,0,[M+H]+,POS,1670.0,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1098983969.0,0.0
1312,790.6383,334.559,68900000.0,1,750.0,1,pos_adduct,adduct,0,[2M+NH4]+,POS,1673.0,0,Bourgeanic acid,790.6408,332.307007,[2M+NH4]+,C22H42O5,CC[C@@H](C)C[C@@H](C)[C@@H]([C@H](C)C(=O)O[C@@H]([C@H](C)C[C@H](C)CC)[C@H](C)C(=O)O)O,"InChI=1S/C22H42O5/c1-9-13(3)11-15(5)19(23)17(7)22(26)27-20(18(8)21(24)25)16(6)12-14(4)10-2/h13-20,23H,9-12H2,1-8H3,(H,24,25)/t13-,14-,15-,16-,17+,18+,19+,20+/m1/s1",ZQEUMOKDJCSNHB-IHRHECOVSA-N,Acids,Thermo Q-Exactive Focus,0.99,21,2.5,,,,,,,,0.0,0.0,0.0,0.0,403573833.6,0.0
1315,795.5936,334.559,14242000.0,1,753.0,1,pos_adduct,adduct,0,[2M+Na]+,POS,1676.0,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,603173890.0,0.0
1317,536.1663,457.12,42900000.0,1,755.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,1678.0,13,,,,,,,,,,,,,,,,,,,,,12909973.07,27397165.0,12292625.52,20452547.33,234963529.2,73479628.58
1318,409.2912,333.273,5861000.0,1,756.0,0,pos_adduct,adduct,0,[M+Na]+,POS,1679.0,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,624288037.7,0.0
1321,373.295,321.318,7472000.0,1,759.0,0,pos_adduct,adduct,0,[M+H]+,POS,1684.0,5,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,46911175.42,0.0
1322,773.6117,334.559,10866000.0,1,760.0,1,pos_adduct,adduct,0,[2M+H]+,POS,1685.0,0,Bourgeanic acid,773.6143,333.156006,[2M+H]+,C22H42O5,CC[C@@H](C)C[C@@H](C)[C@@H]([C@H](C)C(=O)O[C@@H]([C@H](C)C[C@H](C)CC)[C@H](C)C(=O)O)O,"InChI=1S/C22H42O5/c1-9-13(3)11-15(5)19(23)17(7)22(26)27-20(18(8)21(24)25)16(6)12-14(4)10-2/h13-20,23H,9-12H2,1-8H3,(H,24,25)/t13-,14-,15-,16-,17+,18+,19+,20+/m1/s1",ZQEUMOKDJCSNHB-IHRHECOVSA-N,Acids,Thermo Q-Exactive Focus,0.99,14,2.6,,,,,,,,0.0,0.0,0.0,0.0,80665597.5,0.0
1323,1203.8782,334.559,9104000.0,1,761.0,0,pos_adduct,adduct,0,[M+H]+,POS,1687.0,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,96997471.71,0.0
1326,390.3218,321.389,6670000.0,1,764.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,1691.0,5,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,30980859.22,0.0
1327,395.2762,321.51,1588000.0,1,765.0,0,pos_adduct,adduct,0,[M+Na]+,POS,1692.0,5,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,34563280.41,0.0
1329,425.2652,334.559,401000.0,1,767.0,0,pos_adduct,adduct,0,[M+K]+,POS,1696.0,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,95775295.64,0.0
1334,226.18,344.197,5432000.0,1,772.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,1707.0,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,20360518.71,0.0
1335,273.9169,505.9,2063700.0,1,773.0,0,pos_adduct,adduct,0,[M+H]+,POS,1708.0,56,,,,,,,,,,,,,,,,,,,,,7489138.552999999,6817055.6620000005,8423150.946,7169155.757,7960521.209,8510352.293
1338,314.9445,506.011,3733200.0,1,776.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,1711.0,56,,,,,,,,,,,,,,,,,,,,,6819007.413,6765609.268999999,7104848.402000001,6963140.919,7255939.244,7759671.374
1339,811.5654,334.559,1029300.0,1,777.0,2,pos_adduct,adduct,0,[2M+K]+,POS,1712.0,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,28349356.37,0.0
1340,226.0128,504.845,6147800.0,1,778.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,1713.0,9,,,,,,,,,,,,,,,,,,,,,6190131.351,7006718.28,7589296.283,7565634.438999999,7309791.546,0.0
1344,1225.8608,337.555,3102000.0,1,782.0,0,pos_adduct,adduct,0,[M+Na]+,POS,1718.0,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,36305163.08,0.0
1349,181.015,504.862,953900.0,1,787.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,1727.0,9,,,,,,,,,,,,,,,,,,,,,0.0,5210052.101,0.0,0.0,5916418.978999999,5650971.897999999
1353,296.9712,505.495,488900.0,1,791.0,0,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,1736.0,36,,,,,,,,,,,,,,,,,,,,,2514569.021,0.0,3299979.606,3055296.288,3288750.008,0.0
1357,282.9103,507.967,1051200.0,1,795.0,0,pos_adduct,adduct,0,[2M+Na]+,POS,1749.0,122,,,,,,,,,,,,,,,,,,,,,5176228.893999999,5548541.52,5101400.941000001,5372028.497,5134879.164,5244362.712
1366,663.4546,483.028,1169500.0,1,804.0,0,pos_adduct,adduct,0,[M+H]+,POS,1760.0,45,,,,,,,,,,,,,,,,,,,,,3321253.081,3796638.781,3840974.053,3880603.369,5627661.907000001,3871906.555
1376,125.9864,40.48,2863000.0,1,814.0,0,pos_adduct,adduct,0,[M+H]+,POS,1782.0,41,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3295301.483,0.0
1386,167.0129,37.404,766700.0,1,824.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,1797.0,41,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2714310.466,0.0
1388,124.0874,504.937,2008500.0,1,826.0,0,pos_adduct,adduct,0,[M+H]+,POS,1800.0,80,,,,,,,,,,,,,,,,,,,,,3240340.272,4479462.88,3280715.79,5152046.0,3745104.362,3201367.041
1389,409.2926,376.28,127400.0,1,827.0,0,pos_adduct,adduct,0,[M+Na]+,POS,1801.0,111,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,4640801.207,0.0
1395,381.2611,300.474,101000.0,1,833.0,0,pos_adduct,adduct,0,[M+Na]+,POS,1810.0,110,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1897109.819,0.0
1401,345.2635,283.071,280000.0,1,839.0,0,pos_adduct,adduct,0,[M+H]+,POS,1820.0,26,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3020186.16,0.0
1408,409.2928,406.359,142800.0,1,846.0,0,pos_adduct,adduct,0,[M+Na]+,POS,1830.0,113,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3072359.284,0.0
1417,817.1928,457.578,658400.0,1,855.0,0,pos_adduct,adduct,0,[M+H]+,POS,1851.0,114,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2686847.489,0.0
1418,125.9865,326.046,924300.0,1,856.0,0,pos_adduct,adduct,0,[M+H]+,POS,1853.0,54,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3120692.392,0.0
1419,411.094,293.192,149200.0,1,857.0,0,pos_adduct,adduct,0,[M+Na]+,POS,1854.0,23,,,,,,,,,,,,,,,,,,,,,477046.1187,697848.0397,855793.9178,604001.0298,1784071.369,1077579.645
1428,362.2901,281.961,194100.0,1,866.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,1868.0,26,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1783666.572,0.0
1433,790.2506,466.064,6602600.0,1,871.0,0,pos_adduct,adduct,0,[M+H+CH3OH]+,POS,1874.0,13,,,,,,,,,,,,,,,,,,,,,47015.19483,2895933.944,1777412.198,149169.8174,1060704.814,1562627.4640000002
1446,575.1055,370.602,107900.0,1,884.0,0,pos_adduct,adduct,0,[M+K]+,POS,1892.0,8,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1168281.346,0.0
1454,221.1537,255.448,229200.0,1,892.0,0,pos_adduct,adduct,0,[M+H]+,POS,1901.0,27,,,,,,,,,,,,,,,,,,,,,1368325.8080000002,1496860.365,1463035.1919999998,1435607.618,1533301.1930000002,1474840.9530000002
1456,199.988,31.701,258700.0,1,894.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,1903.0,71,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,951680.2414,0.0
1463,537.1497,370.353,1790300.0,1,901.0,0,pos_adduct,adduct,0,[M+H]+,POS,1914.0,8,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,720886.25,0.0
1468,480.1577,369.725,344100.0,1,906.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,1925.0,47,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,716319.0779,894623.0298
1477,243.1356,255.561,77900.0,1,915.0,0,pos_adduct,adduct,0,[M+Na]+,POS,1937.0,27,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,849510.9858,0.0
1490,238.1801,255.723,245500.0,1,928.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,1954.0,27,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,680619.7048,0.0
1502,695.3577,356.33,642500.0,1,940.0,0,pos_adduct,adduct,0,[M+NH4+CH3CN]+,POS,1971.0,20,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,281098.8653,0.0
1516,406.1385,292.952,277100.0,1,954.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,1989.0,23,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,195827.9047,0.0
1526,304.2484,311.929,367700.0,1,964.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,2000.0,44,,,,,,,,,,,,,,,,,,,,,149739.69199999998,157244.8957,150457.3825,149980.5025,218398.5514,0.0
1541,266.2327,184.498,262900.0,1,979.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,2016.0,63,,,,,,,,,,,,,,,,,,,,,0.0,98099.61966,0.0,0.0,128369.6985,0.0
1559,372.2874,321.498,50422700.0,0,,0,mix_neutral,neutral,8,,MIX,,5,,,,,,,,,,,,,,,CNP0333887,372.2876,0.2,O=C(OC(CO)CO)CCCCCCCC(O)CCC=CCCCCC,"InChI=1S/C21H40O5/c1-2-3-4-5-6-8-11-14-19(24)15-12-9-7-10-13-16-21(25)26-20(17-22)18-23/h6,8,19-20,22-24H,2-5,7,9-18H2,1H3",FHSDYFSJAFSCKH-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,928391625.379,0.0
